match_id,season_id,division,group_id,player_a_id,player_b_id,score_a,score_b,winner_id,score_model
2006-s1-single-GL-1-5,2006-s1,single,2006-s1-single-GL,P0086,P0287,4,6,P0287,set-scores
2006-s1-single-GL-1-6,2006-s1,single,2006-s1-single-GL,P0086,P0564,8,2,P0086,set-scores
2006-s1-single-GL-2-3,2006-s1,single,2006-s1-single-GL,P0088,P0398,7,3,P0088,set-scores
2006-s1-single-GL-2-4,2006-s1,single,2006-s1-single-GL,P0088,P0429,4,6,P0429,set-scores
2006-s1-single-GL-2-6,2006-s1,single,2006-s1-single-GL,P0088,P0564,8,2,P0088,set-scores
2006-s1-single-GL-3-5,2006-s1,single,2006-s1-single-GL,P0398,P0287,7,3,P0398,set-scores
2006-s1-single-GL-3-6,2006-s1,single,2006-s1-single-GL,P0398,P0564,9,1,P0398,set-scores
2006-s1-single-GL-4-5,2006-s1,single,2006-s1-single-GL,P0429,P0287,4,6,P0287,set-scores
2006-s1-single-GL-5-6,2006-s1,single,2006-s1-single-GL,P0287,P0564,5,5,,set-scores
2006-s1-single-GM-0-1,2006-s1,single,2006-s1-single-GM,P0649,P0387,3,7,P0387,set-scores
2006-s1-single-GM-0-2,2006-s1,single,2006-s1-single-GM,P0649,P0443,5,5,,set-scores
2006-s1-single-GM-0-3,2006-s1,single,2006-s1-single-GM,P0649,P0308,5,5,,set-scores
2006-s1-single-GM-0-4,2006-s1,single,2006-s1-single-GM,P0649,P0425,2,8,P0425,set-scores
2006-s1-single-GM-0-5,2006-s1,single,2006-s1-single-GM,P0649,P0514,4,6,P0514,set-scores
2006-s1-single-GM-0-6,2006-s1,single,2006-s1-single-GM,P0649,P0160,4,6,P0160,set-scores
2006-s1-single-GM-1-2,2006-s1,single,2006-s1-single-GM,P0387,P0443,0,10,P0443,set-scores
2006-s1-single-GM-1-3,2006-s1,single,2006-s1-single-GM,P0387,P0308,10,0,P0387,set-scores
2006-s1-single-GM-1-4,2006-s1,single,2006-s1-single-GM,P0387,P0425,3,7,P0425,set-scores
2006-s1-single-GM-1-5,2006-s1,single,2006-s1-single-GM,P0387,P0514,6,4,P0387,set-scores
2006-s1-single-GM-1-6,2006-s1,single,2006-s1-single-GM,P0387,P0160,3,7,P0160,set-scores
2006-s1-single-GM-2-3,2006-s1,single,2006-s1-single-GM,P0443,P0308,4,6,P0308,set-scores
2006-s1-single-GM-2-4,2006-s1,single,2006-s1-single-GM,P0443,P0425,3,7,P0425,set-scores
2006-s1-single-GM-2-5,2006-s1,single,2006-s1-single-GM,P0443,P0514,5,5,,set-scores
2006-s1-single-GM-2-6,2006-s1,single,2006-s1-single-GM,P0443,P0160,6,4,P0443,set-scores
2006-s1-single-GM-3-4,2006-s1,single,2006-s1-single-GM,P0308,P0425,0,10,P0425,set-scores
2006-s1-single-GM-3-5,2006-s1,single,2006-s1-single-GM,P0308,P0514,2,8,P0514,set-scores
2006-s1-single-GM-3-6,2006-s1,single,2006-s1-single-GM,P0308,P0160,0,10,P0160,set-scores
2006-s1-single-GM-4-5,2006-s1,single,2006-s1-single-GM,P0425,P0514,2,8,P0514,set-scores
2006-s1-single-GM-4-6,2006-s1,single,2006-s1-single-GM,P0425,P0160,7,3,P0425,set-scores
2006-s1-single-GM-5-6,2006-s1,single,2006-s1-single-GM,P0514,P0160,4,6,P0160,set-scores
2006-s2-single-GA-0-1,2006-s2,single,2006-s2-single-GA,P0158,P0570,6,4,P0158,set-scores
2006-s2-single-GA-0-2,2006-s2,single,2006-s2-single-GA,P0158,P0488,5,5,,set-scores
2006-s2-single-GA-0-3,2006-s2,single,2006-s2-single-GA,P0158,P0091,0,10,P0091,set-scores
2006-s2-single-GA-0-4,2006-s2,single,2006-s2-single-GA,P0158,P0500,5,5,,set-scores
2006-s2-single-GA-0-5,2006-s2,single,2006-s2-single-GA,P0158,P0300,6,4,P0158,set-scores
2006-s2-single-GA-0-6,2006-s2,single,2006-s2-single-GA,P0158,P0491,6,4,P0158,set-scores
2006-s2-single-GA-1-2,2006-s2,single,2006-s2-single-GA,P0570,P0488,10,0,P0570,set-scores
2006-s2-single-GA-1-3,2006-s2,single,2006-s2-single-GA,P0570,P0091,5,5,,set-scores
2006-s2-single-GA-1-4,2006-s2,single,2006-s2-single-GA,P0570,P0500,3,7,P0500,set-scores
2006-s2-single-GA-1-5,2006-s2,single,2006-s2-single-GA,P0570,P0300,6,4,P0570,set-scores
2006-s2-single-GA-1-6,2006-s2,single,2006-s2-single-GA,P0570,P0491,5,5,,set-scores
2006-s2-single-GA-2-3,2006-s2,single,2006-s2-single-GA,P0488,P0091,6,4,P0488,set-scores
2006-s2-single-GA-2-4,2006-s2,single,2006-s2-single-GA,P0488,P0500,5,5,,set-scores
2006-s2-single-GA-2-5,2006-s2,single,2006-s2-single-GA,P0488,P0300,6,4,P0488,set-scores
2006-s2-single-GA-2-6,2006-s2,single,2006-s2-single-GA,P0488,P0491,6,4,P0488,set-scores
2006-s2-single-GA-3-4,2006-s2,single,2006-s2-single-GA,P0091,P0500,3,7,P0500,set-scores
2006-s2-single-GA-3-5,2006-s2,single,2006-s2-single-GA,P0091,P0300,3,7,P0300,set-scores
2006-s2-single-GA-3-6,2006-s2,single,2006-s2-single-GA,P0091,P0491,2,8,P0491,set-scores
2006-s2-single-GA-4-5,2006-s2,single,2006-s2-single-GA,P0500,P0300,4,6,P0300,set-scores
2006-s2-single-GA-4-6,2006-s2,single,2006-s2-single-GA,P0500,P0491,7,3,P0500,set-scores
2006-s2-single-GA-5-6,2006-s2,single,2006-s2-single-GA,P0300,P0491,6,4,P0300,set-scores
2006-s2-single-GB-0-1,2006-s2,single,2006-s2-single-GB,P0478,P0274,6,4,P0478,set-scores
2006-s2-single-GB-0-2,2006-s2,single,2006-s2-single-GB,P0478,P0397,7,3,P0478,set-scores
2006-s2-single-GB-0-3,2006-s2,single,2006-s2-single-GB,P0478,P0165,6,4,P0478,set-scores
2006-s2-single-GB-0-4,2006-s2,single,2006-s2-single-GB,P0478,P0024,4,6,P0024,set-scores
2006-s2-single-GB-0-5,2006-s2,single,2006-s2-single-GB,P0478,P0476,8,2,P0478,set-scores
2006-s2-single-GB-0-6,2006-s2,single,2006-s2-single-GB,P0478,P0602,8,2,P0478,set-scores
2006-s2-single-GB-1-2,2006-s2,single,2006-s2-single-GB,P0274,P0397,7,3,P0274,set-scores
2006-s2-single-GB-1-3,2006-s2,single,2006-s2-single-GB,P0274,P0165,7,3,P0274,set-scores
2006-s2-single-GB-1-4,2006-s2,single,2006-s2-single-GB,P0274,P0024,9,1,P0274,set-scores
2006-s2-single-GB-1-5,2006-s2,single,2006-s2-single-GB,P0274,P0476,5,5,,set-scores
2006-s2-single-GB-1-6,2006-s2,single,2006-s2-single-GB,P0274,P0602,7,3,P0274,set-scores
2006-s2-single-GB-2-3,2006-s2,single,2006-s2-single-GB,P0397,P0165,0,10,P0165,set-scores
2006-s2-single-GB-2-4,2006-s2,single,2006-s2-single-GB,P0397,P0024,4,6,P0024,set-scores
2006-s2-single-GB-2-5,2006-s2,single,2006-s2-single-GB,P0397,P0476,2,8,P0476,set-scores
2006-s2-single-GB-3-4,2006-s2,single,2006-s2-single-GB,P0165,P0024,6,4,P0165,set-scores
2006-s2-single-GB-3-5,2006-s2,single,2006-s2-single-GB,P0165,P0476,5,5,,set-scores
2006-s2-single-GB-3-6,2006-s2,single,2006-s2-single-GB,P0165,P0602,6,4,P0165,set-scores
2006-s2-single-GB-4-5,2006-s2,single,2006-s2-single-GB,P0024,P0476,7,3,P0024,set-scores
2006-s2-single-GB-4-6,2006-s2,single,2006-s2-single-GB,P0024,P0602,7,3,P0024,set-scores
2006-s2-single-GB-5-6,2006-s2,single,2006-s2-single-GB,P0476,P0602,7,3,P0476,set-scores
2006-s2-single-GC-0-2,2006-s2,single,2006-s2-single-GC,P0226,P0051,6,4,P0226,set-scores
2006-s2-single-GC-0-3,2006-s2,single,2006-s2-single-GC,P0226,P0434,6,4,P0226,set-scores
2006-s2-single-GC-0-4,2006-s2,single,2006-s2-single-GC,P0226,P0620,10,0,P0226,set-scores
2006-s2-single-GC-0-5,2006-s2,single,2006-s2-single-GC,P0226,P0331,6,4,P0226,set-scores
2006-s2-single-GC-0-6,2006-s2,single,2006-s2-single-GC,P0226,P0334,5,5,,set-scores
2006-s2-single-GC-1-2,2006-s2,single,2006-s2-single-GC,P0349,P0051,4,6,P0051,set-scores
2006-s2-single-GC-1-3,2006-s2,single,2006-s2-single-GC,P0349,P0434,3,7,P0434,set-scores
2006-s2-single-GC-1-4,2006-s2,single,2006-s2-single-GC,P0349,P0620,10,0,P0349,set-scores
2006-s2-single-GC-1-5,2006-s2,single,2006-s2-single-GC,P0349,P0331,6,4,P0349,set-scores
2006-s2-single-GC-1-6,2006-s2,single,2006-s2-single-GC,P0349,P0334,6,4,P0349,set-scores
2006-s2-single-GC-2-3,2006-s2,single,2006-s2-single-GC,P0051,P0434,7,3,P0051,set-scores
2006-s2-single-GC-2-4,2006-s2,single,2006-s2-single-GC,P0051,P0620,10,0,P0051,set-scores
2006-s2-single-GC-2-5,2006-s2,single,2006-s2-single-GC,P0051,P0331,3,7,P0331,set-scores
2006-s2-single-GC-2-6,2006-s2,single,2006-s2-single-GC,P0051,P0334,3,7,P0334,set-scores
2006-s2-single-GC-3-4,2006-s2,single,2006-s2-single-GC,P0434,P0620,10,0,P0434,set-scores
2006-s2-single-GC-3-5,2006-s2,single,2006-s2-single-GC,P0434,P0331,3,7,P0331,set-scores
2006-s2-single-GC-3-6,2006-s2,single,2006-s2-single-GC,P0434,P0334,1,9,P0334,set-scores
2006-s2-single-GC-4-5,2006-s2,single,2006-s2-single-GC,P0620,P0331,0,10,P0331,set-scores
2006-s2-single-GC-4-6,2006-s2,single,2006-s2-single-GC,P0620,P0334,0,10,P0334,set-scores
2006-s2-single-GC-5-6,2006-s2,single,2006-s2-single-GC,P0331,P0334,7,3,P0331,set-scores
2006-s2-single-GD-0-1,2006-s2,single,2006-s2-single-GD,P0258,P0603,4,6,P0603,set-scores
2006-s2-single-GD-0-2,2006-s2,single,2006-s2-single-GD,P0258,P0455,8,2,P0258,set-scores
2006-s2-single-GD-0-3,2006-s2,single,2006-s2-single-GD,P0258,P0061,8,2,P0258,set-scores
2006-s2-single-GD-0-4,2006-s2,single,2006-s2-single-GD,P0258,P0571,5,5,,set-scores
2006-s2-single-GD-0-5,2006-s2,single,2006-s2-single-GD,P0258,P0013,9,1,P0258,set-scores
2006-s2-single-GD-0-6,2006-s2,single,2006-s2-single-GD,P0258,P0053,3,7,P0053,set-scores
2006-s2-single-GD-1-2,2006-s2,single,2006-s2-single-GD,P0603,P0455,9,1,P0603,set-scores
2006-s2-single-GD-1-3,2006-s2,single,2006-s2-single-GD,P0603,P0061,6,4,P0603,set-scores
2006-s2-single-GD-1-4,2006-s2,single,2006-s2-single-GD,P0603,P0571,3,7,P0571,set-scores
2006-s2-single-GD-1-5,2006-s2,single,2006-s2-single-GD,P0603,P0013,8,2,P0603,set-scores
2006-s2-single-GD-1-6,2006-s2,single,2006-s2-single-GD,P0603,P0053,9,1,P0603,set-scores
2006-s2-single-GD-2-3,2006-s2,single,2006-s2-single-GD,P0455,P0061,9,1,P0455,set-scores
2006-s2-single-GD-2-4,2006-s2,single,2006-s2-single-GD,P0455,P0571,6,4,P0455,set-scores
2006-s2-single-GD-2-5,2006-s2,single,2006-s2-single-GD,P0455,P0013,8,2,P0455,set-scores
2006-s2-single-GD-2-6,2006-s2,single,2006-s2-single-GD,P0455,P0053,3,7,P0053,set-scores
2006-s2-single-GD-3-6,2006-s2,single,2006-s2-single-GD,P0061,P0053,6,4,P0061,set-scores
2006-s2-single-GD-4-5,2006-s2,single,2006-s2-single-GD,P0571,P0013,7,3,P0571,set-scores
2006-s2-single-GD-4-6,2006-s2,single,2006-s2-single-GD,P0571,P0053,2,8,P0053,set-scores
2006-s2-single-GD-5-6,2006-s2,single,2006-s2-single-GD,P0013,P0053,0,10,P0053,set-scores
2006-s2-single-GE-0-1,2006-s2,single,2006-s2-single-GE,P0297,P0261,5,5,,set-scores
2006-s2-single-GE-0-2,2006-s2,single,2006-s2-single-GE,P0297,P0399,9,1,P0297,set-scores
2006-s2-single-GE-0-3,2006-s2,single,2006-s2-single-GE,P0297,P0568,8,2,P0297,set-scores
2006-s2-single-GE-0-4,2006-s2,single,2006-s2-single-GE,P0297,P0243,5,5,,set-scores
2006-s2-single-GE-0-5,2006-s2,single,2006-s2-single-GE,P0297,P0569,6,4,P0297,set-scores
2006-s2-single-GE-0-6,2006-s2,single,2006-s2-single-GE,P0297,P0063,7,3,P0297,set-scores
2006-s2-single-GE-1-2,2006-s2,single,2006-s2-single-GE,P0261,P0399,8,2,P0261,set-scores
2006-s2-single-GE-1-3,2006-s2,single,2006-s2-single-GE,P0261,P0568,6,4,P0261,set-scores
2006-s2-single-GE-1-4,2006-s2,single,2006-s2-single-GE,P0261,P0243,5,5,,set-scores
2006-s2-single-GE-1-5,2006-s2,single,2006-s2-single-GE,P0261,P0569,6,4,P0261,set-scores
2006-s2-single-GE-1-6,2006-s2,single,2006-s2-single-GE,P0261,P0063,9,1,P0261,set-scores
2006-s2-single-GE-2-3,2006-s2,single,2006-s2-single-GE,P0399,P0568,3,7,P0568,set-scores
2006-s2-single-GE-2-4,2006-s2,single,2006-s2-single-GE,P0399,P0243,4,6,P0243,set-scores
2006-s2-single-GE-2-6,2006-s2,single,2006-s2-single-GE,P0399,P0063,6,4,P0399,set-scores
2006-s2-single-GE-3-4,2006-s2,single,2006-s2-single-GE,P0568,P0243,5,5,,set-scores
2006-s2-single-GE-3-6,2006-s2,single,2006-s2-single-GE,P0568,P0063,7,3,P0568,set-scores
2006-s2-single-GE-4-5,2006-s2,single,2006-s2-single-GE,P0243,P0569,6,4,P0243,set-scores
2006-s2-single-GE-4-6,2006-s2,single,2006-s2-single-GE,P0243,P0063,6,4,P0243,set-scores
2006-s2-single-GF-0-2,2006-s2,single,2006-s2-single-GF,P0382,P0337,7,3,P0382,set-scores
2006-s2-single-GF-0-4,2006-s2,single,2006-s2-single-GF,P0382,P0076,5,5,,set-scores
2006-s2-single-GF-0-5,2006-s2,single,2006-s2-single-GF,P0382,P0224,4,6,P0224,set-scores
2006-s2-single-GF-1-2,2006-s2,single,2006-s2-single-GF,P0077,P0337,8,2,P0077,set-scores
2006-s2-single-GF-1-3,2006-s2,single,2006-s2-single-GF,P0077,P0317,5,5,,set-scores
2006-s2-single-GF-1-4,2006-s2,single,2006-s2-single-GF,P0077,P0076,7,3,P0077,set-scores
2006-s2-single-GF-1-5,2006-s2,single,2006-s2-single-GF,P0077,P0224,1,9,P0224,set-scores
2006-s2-single-GF-1-6,2006-s2,single,2006-s2-single-GF,P0077,P0146,7,3,P0077,set-scores
2006-s2-single-GF-2-3,2006-s2,single,2006-s2-single-GF,P0337,P0317,3,7,P0317,set-scores
2006-s2-single-GF-2-4,2006-s2,single,2006-s2-single-GF,P0337,P0076,1,9,P0076,set-scores
2006-s2-single-GF-2-5,2006-s2,single,2006-s2-single-GF,P0337,P0224,1,9,P0224,set-scores
2006-s2-single-GF-2-6,2006-s2,single,2006-s2-single-GF,P0337,P0146,2,8,P0146,set-scores
2006-s2-single-GF-3-4,2006-s2,single,2006-s2-single-GF,P0317,P0076,3,7,P0076,set-scores
2006-s2-single-GF-3-5,2006-s2,single,2006-s2-single-GF,P0317,P0224,7,3,P0317,set-scores
2006-s2-single-GF-3-6,2006-s2,single,2006-s2-single-GF,P0317,P0146,6,4,P0317,set-scores
2006-s2-single-GF-4-5,2006-s2,single,2006-s2-single-GF,P0076,P0224,10,0,P0076,set-scores
2006-s2-single-GF-4-6,2006-s2,single,2006-s2-single-GF,P0076,P0146,6,4,P0076,set-scores
2006-s2-single-GF-5-6,2006-s2,single,2006-s2-single-GF,P0224,P0146,7,3,P0224,set-scores
2006-s2-single-GG-0-1,2006-s2,single,2006-s2-single-GG,P0271,P0545,6,4,P0271,set-scores
2006-s2-single-GG-0-2,2006-s2,single,2006-s2-single-GG,P0271,P0055,6,4,P0271,set-scores
2006-s2-single-GG-0-3,2006-s2,single,2006-s2-single-GG,P0271,P0255,5,5,,set-scores
2006-s2-single-GG-0-4,2006-s2,single,2006-s2-single-GG,P0271,P0622,5,5,,set-scores
2006-s2-single-GG-0-5,2006-s2,single,2006-s2-single-GG,P0271,P0388,4,6,P0388,set-scores
2006-s2-single-GG-0-6,2006-s2,single,2006-s2-single-GG,P0271,P0445,5,5,,set-scores
2006-s2-single-GG-1-3,2006-s2,single,2006-s2-single-GG,P0545,P0255,5,5,,set-scores
2006-s2-single-GG-1-5,2006-s2,single,2006-s2-single-GG,P0545,P0388,7,3,P0545,set-scores
2006-s2-single-GG-1-6,2006-s2,single,2006-s2-single-GG,P0545,P0445,7,3,P0545,set-scores
2006-s2-single-GG-2-3,2006-s2,single,2006-s2-single-GG,P0055,P0255,3,7,P0255,set-scores
2006-s2-single-GG-2-4,2006-s2,single,2006-s2-single-GG,P0055,P0622,5,5,,set-scores
2006-s2-single-GG-2-5,2006-s2,single,2006-s2-single-GG,P0055,P0388,4,6,P0388,set-scores
2006-s2-single-GG-3-4,2006-s2,single,2006-s2-single-GG,P0255,P0622,6,4,P0255,set-scores
2006-s2-single-GG-3-5,2006-s2,single,2006-s2-single-GG,P0255,P0388,7,3,P0255,set-scores
2006-s2-single-GG-3-6,2006-s2,single,2006-s2-single-GG,P0255,P0445,7,3,P0255,set-scores
2006-s2-single-GG-4-5,2006-s2,single,2006-s2-single-GG,P0622,P0388,4,6,P0388,set-scores
2006-s2-single-GG-4-6,2006-s2,single,2006-s2-single-GG,P0622,P0445,5,5,,set-scores
2006-s2-single-GG-5-6,2006-s2,single,2006-s2-single-GG,P0388,P0445,6,4,P0388,set-scores
2006-s2-single-GH-0-1,2006-s2,single,2006-s2-single-GH,P0535,P0411,3,7,P0411,set-scores
2006-s2-single-GH-0-2,2006-s2,single,2006-s2-single-GH,P0535,P0575,10,0,P0535,set-scores
2006-s2-single-GH-0-3,2006-s2,single,2006-s2-single-GH,P0535,P0012,6,4,P0535,set-scores
2006-s2-single-GH-0-4,2006-s2,single,2006-s2-single-GH,P0535,P0033,5,5,,set-scores
2006-s2-single-GH-0-5,2006-s2,single,2006-s2-single-GH,P0535,P0440,8,2,P0535,set-scores
2006-s2-single-GH-0-6,2006-s2,single,2006-s2-single-GH,P0535,P0166,6,4,P0535,set-scores
2006-s2-single-GH-1-3,2006-s2,single,2006-s2-single-GH,P0411,P0012,3,7,P0012,set-scores
2006-s2-single-GH-1-4,2006-s2,single,2006-s2-single-GH,P0411,P0033,3,7,P0033,set-scores
2006-s2-single-GH-1-5,2006-s2,single,2006-s2-single-GH,P0411,P0440,6,4,P0411,set-scores
2006-s2-single-GH-1-6,2006-s2,single,2006-s2-single-GH,P0411,P0166,6,4,P0411,set-scores
2006-s2-single-GH-2-3,2006-s2,single,2006-s2-single-GH,P0575,P0012,6,4,P0575,set-scores
2006-s2-single-GH-2-4,2006-s2,single,2006-s2-single-GH,P0575,P0033,1,9,P0033,set-scores
2006-s2-single-GH-2-6,2006-s2,single,2006-s2-single-GH,P0575,P0166,4,6,P0166,set-scores
2006-s2-single-GH-3-4,2006-s2,single,2006-s2-single-GH,P0012,P0033,3,7,P0033,set-scores
2006-s2-single-GH-3-6,2006-s2,single,2006-s2-single-GH,P0012,P0166,5,5,,set-scores
2006-s2-single-GH-4-5,2006-s2,single,2006-s2-single-GH,P0033,P0440,9,1,P0033,set-scores
2006-s2-single-GH-4-6,2006-s2,single,2006-s2-single-GH,P0033,P0166,9,1,P0033,set-scores
2006-s2-single-GH-5-6,2006-s2,single,2006-s2-single-GH,P0440,P0166,6,4,P0440,set-scores
2006-s2-single-GI-0-1,2006-s2,single,2006-s2-single-GI,P0140,P0487,5,5,,set-scores
2006-s2-single-GI-0-2,2006-s2,single,2006-s2-single-GI,P0140,P0172,6,4,P0140,set-scores
2006-s2-single-GI-0-3,2006-s2,single,2006-s2-single-GI,P0140,P0126,6,4,P0140,set-scores
2006-s2-single-GI-0-4,2006-s2,single,2006-s2-single-GI,P0140,P0504,10,0,P0140,set-scores
2006-s2-single-GI-0-5,2006-s2,single,2006-s2-single-GI,P0140,P0029,8,2,P0140,set-scores
2006-s2-single-GI-0-6,2006-s2,single,2006-s2-single-GI,P0140,P0252,5,5,,set-scores
2006-s2-single-GI-1-2,2006-s2,single,2006-s2-single-GI,P0487,P0172,5,5,,set-scores
2006-s2-single-GI-1-3,2006-s2,single,2006-s2-single-GI,P0487,P0126,8,2,P0487,set-scores
2006-s2-single-GI-1-4,2006-s2,single,2006-s2-single-GI,P0487,P0504,10,0,P0487,set-scores
2006-s2-single-GI-1-5,2006-s2,single,2006-s2-single-GI,P0487,P0029,4,6,P0029,set-scores
2006-s2-single-GI-1-6,2006-s2,single,2006-s2-single-GI,P0487,P0252,5,5,,set-scores
2006-s2-single-GI-2-4,2006-s2,single,2006-s2-single-GI,P0172,P0504,10,0,P0172,set-scores
2006-s2-single-GI-2-5,2006-s2,single,2006-s2-single-GI,P0172,P0029,6,4,P0172,set-scores
2006-s2-single-GI-2-6,2006-s2,single,2006-s2-single-GI,P0172,P0252,5,5,,set-scores
2006-s2-single-GI-3-4,2006-s2,single,2006-s2-single-GI,P0126,P0504,10,0,P0126,set-scores
2006-s2-single-GI-3-5,2006-s2,single,2006-s2-single-GI,P0126,P0029,3,7,P0029,set-scores
2006-s2-single-GI-3-6,2006-s2,single,2006-s2-single-GI,P0126,P0252,3,7,P0252,set-scores
2006-s2-single-GI-4-5,2006-s2,single,2006-s2-single-GI,P0504,P0029,0,10,P0029,set-scores
2006-s2-single-GI-4-6,2006-s2,single,2006-s2-single-GI,P0504,P0252,0,10,P0252,set-scores
2006-s2-single-GI-5-6,2006-s2,single,2006-s2-single-GI,P0029,P0252,6,4,P0029,set-scores
2006-s2-single-GJ-0-1,2006-s2,single,2006-s2-single-GJ,P0490,P0335,0,10,P0335,set-scores
2006-s2-single-GJ-0-2,2006-s2,single,2006-s2-single-GJ,P0490,P0528,0,10,P0528,set-scores
2006-s2-single-GJ-0-3,2006-s2,single,2006-s2-single-GJ,P0490,P0425,0,10,P0425,set-scores
2006-s2-single-GJ-0-4,2006-s2,single,2006-s2-single-GJ,P0490,P0197,0,10,P0197,set-scores
2006-s2-single-GJ-0-5,2006-s2,single,2006-s2-single-GJ,P0490,P0062,0,10,P0062,set-scores
2006-s2-single-GJ-0-6,2006-s2,single,2006-s2-single-GJ,P0490,P0635,0,10,P0635,set-scores
2006-s2-single-GJ-1-2,2006-s2,single,2006-s2-single-GJ,P0335,P0528,6,4,P0335,set-scores
2006-s2-single-GJ-1-3,2006-s2,single,2006-s2-single-GJ,P0335,P0425,10,0,P0335,set-scores
2006-s2-single-GJ-1-4,2006-s2,single,2006-s2-single-GJ,P0335,P0197,7,3,P0335,set-scores
2006-s2-single-GJ-1-5,2006-s2,single,2006-s2-single-GJ,P0335,P0062,6,4,P0335,set-scores
2006-s2-single-GJ-1-6,2006-s2,single,2006-s2-single-GJ,P0335,P0635,6,4,P0335,set-scores
2006-s2-single-GJ-2-4,2006-s2,single,2006-s2-single-GJ,P0528,P0197,4,6,P0197,set-scores
2006-s2-single-GJ-2-5,2006-s2,single,2006-s2-single-GJ,P0528,P0062,4,6,P0062,set-scores
2006-s2-single-GJ-2-6,2006-s2,single,2006-s2-single-GJ,P0528,P0635,3,7,P0635,set-scores
2006-s2-single-GJ-3-5,2006-s2,single,2006-s2-single-GJ,P0425,P0062,0,10,P0062,set-scores
2006-s2-single-GJ-3-6,2006-s2,single,2006-s2-single-GJ,P0425,P0635,1,9,P0635,set-scores
2006-s2-single-GJ-4-5,2006-s2,single,2006-s2-single-GJ,P0197,P0062,4,6,P0062,set-scores
2006-s2-single-GJ-4-6,2006-s2,single,2006-s2-single-GJ,P0197,P0635,6,4,P0197,set-scores
2006-s2-single-GJ-5-6,2006-s2,single,2006-s2-single-GJ,P0062,P0635,6,4,P0062,set-scores
2006-s2-single-GW-0-1,2006-s2,single,2006-s2-single-GW,P0559,P0515,4,6,P0515,set-scores
2006-s2-single-GW-0-4,2006-s2,single,2006-s2-single-GW,P0559,P0357,4,6,P0357,set-scores
2006-s2-single-GW-0-6,2006-s2,single,2006-s2-single-GW,P0559,P0058,2,8,P0058,set-scores
2006-s2-single-GW-1-2,2006-s2,single,2006-s2-single-GW,P0515,P0629,5,5,,set-scores
2006-s2-single-GW-1-3,2006-s2,single,2006-s2-single-GW,P0515,P0628,7,3,P0515,set-scores
2006-s2-single-GW-1-4,2006-s2,single,2006-s2-single-GW,P0515,P0357,5,5,,set-scores
2006-s2-single-GW-1-5,2006-s2,single,2006-s2-single-GW,P0515,P0228,10,0,P0515,set-scores
2006-s2-single-GW-1-6,2006-s2,single,2006-s2-single-GW,P0515,P0058,5,5,,set-scores
2006-s2-single-GW-1-7,2006-s2,single,2006-s2-single-GW,P0515,P0451,7,3,P0515,set-scores
2006-s2-single-GW-2-3,2006-s2,single,2006-s2-single-GW,P0629,P0628,4,6,P0628,set-scores
2006-s2-single-GW-3-6,2006-s2,single,2006-s2-single-GW,P0628,P0058,3,7,P0058,set-scores
2006-s2-single-GW-4-5,2006-s2,single,2006-s2-single-GW,P0357,P0228,9,1,P0357,set-scores
2006-s2-single-GW-4-6,2006-s2,single,2006-s2-single-GW,P0357,P0058,5,5,,set-scores
2006-s2-single-GW-5-6,2006-s2,single,2006-s2-single-GW,P0228,P0058,2,8,P0058,set-scores
2006-s2-single-GX-0-1,2006-s2,single,2006-s2-single-GX,P0160,P0200,6,4,P0160,set-scores
2006-s2-single-GX-0-2,2006-s2,single,2006-s2-single-GX,P0160,P0458,6,4,P0160,set-scores
2006-s2-single-GX-0-3,2006-s2,single,2006-s2-single-GX,P0160,P0577,6,4,P0160,set-scores
2006-s2-single-GX-0-4,2006-s2,single,2006-s2-single-GX,P0160,P0443,7,3,P0160,set-scores
2006-s2-single-GX-0-5,2006-s2,single,2006-s2-single-GX,P0160,P0483,8,2,P0160,set-scores
2006-s2-single-GX-0-6,2006-s2,single,2006-s2-single-GX,P0160,P0288,2,8,P0288,set-scores
2006-s2-single-GX-0-7,2006-s2,single,2006-s2-single-GX,P0160,P0289,5,5,,set-scores
2006-s2-single-GX-1-2,2006-s2,single,2006-s2-single-GX,P0200,P0458,2,8,P0458,set-scores
2006-s2-single-GX-1-3,2006-s2,single,2006-s2-single-GX,P0200,P0577,5,5,,set-scores
2006-s2-single-GX-1-4,2006-s2,single,2006-s2-single-GX,P0200,P0443,7,3,P0200,set-scores
2006-s2-single-GX-1-5,2006-s2,single,2006-s2-single-GX,P0200,P0483,4,6,P0483,set-scores
2006-s2-single-GX-1-6,2006-s2,single,2006-s2-single-GX,P0200,P0288,3,7,P0288,set-scores
2006-s2-single-GX-1-7,2006-s2,single,2006-s2-single-GX,P0200,P0289,3,7,P0289,set-scores
2006-s2-single-GX-2-3,2006-s2,single,2006-s2-single-GX,P0458,P0577,7,3,P0458,set-scores
2006-s2-single-GX-2-4,2006-s2,single,2006-s2-single-GX,P0458,P0443,4,6,P0443,set-scores
2006-s2-single-GX-2-5,2006-s2,single,2006-s2-single-GX,P0458,P0483,1,9,P0483,set-scores
2006-s2-single-GX-2-6,2006-s2,single,2006-s2-single-GX,P0458,P0288,5,5,,set-scores
2006-s2-single-GX-2-7,2006-s2,single,2006-s2-single-GX,P0458,P0289,4,6,P0289,set-scores
2006-s2-single-GX-3-4,2006-s2,single,2006-s2-single-GX,P0577,P0443,6,4,P0577,set-scores
2006-s2-single-GX-3-5,2006-s2,single,2006-s2-single-GX,P0577,P0483,3,7,P0483,set-scores
