match_id,season_id,division,group_id,player_a_id,player_b_id,score_a,score_b,winner_id,score_model
2008-s5-B-GD-1-4,2008-s5,B,2008-s5-B-GD,P1046,P1043,7,3,P1046,games-tally
2008-s5-B-GD-1-5,2008-s5,B,2008-s5-B-GD,P1046,P1112,3,7,P1112,games-tally
2008-s5-B-GD-2-3,2008-s5,B,2008-s5-B-GD,P1032,P1060,5,5,,games-tally
2008-s5-B-GD-2-4,2008-s5,B,2008-s5-B-GD,P1032,P1043,7,3,P1032,games-tally
2008-s5-B-GD-2-5,2008-s5,B,2008-s5-B-GD,P1032,P1112,0,10,P1112,games-tally
2008-s5-B-GD-3-4,2008-s5,B,2008-s5-B-GD,P1060,P1043,9,1,P1060,games-tally
2008-s5-B-GD-3-5,2008-s5,B,2008-s5-B-GD,P1060,P1112,4,6,P1112,games-tally
2008-s5-B-GD-4-5,2008-s5,B,2008-s5-B-GD,P1043,P1112,4,6,P1112,games-tally
2008-s5-B-GE-0-1,2008-s5,B,2008-s5-B-GE,P1050,P0938,4,6,P0938,games-tally
2008-s5-B-GE-0-2,2008-s5,B,2008-s5-B-GE,P1050,P1108,2,8,P1108,games-tally
2008-s5-B-GE-0-3,2008-s5,B,2008-s5-B-GE,P1050,P1018,7,3,P1050,games-tally
2008-s5-B-GE-0-4,2008-s5,B,2008-s5-B-GE,P1050,P0718,10,0,P1050,games-tally
2008-s5-B-GE-0-5,2008-s5,B,2008-s5-B-GE,P1050,P0959,5,5,,games-tally
2008-s5-B-GE-0-6,2008-s5,B,2008-s5-B-GE,P1050,P1134,4,6,P1134,games-tally
2008-s5-B-GE-1-2,2008-s5,B,2008-s5-B-GE,P0938,P1108,5,5,,games-tally
2008-s5-B-GE-1-3,2008-s5,B,2008-s5-B-GE,P0938,P1018,10,0,P0938,games-tally
2008-s5-B-GE-1-4,2008-s5,B,2008-s5-B-GE,P0938,P0718,10,0,P0938,games-tally
2008-s5-B-GE-1-5,2008-s5,B,2008-s5-B-GE,P0938,P0959,8,2,P0938,games-tally
2008-s5-B-GE-1-6,2008-s5,B,2008-s5-B-GE,P0938,P1134,3,7,P1134,games-tally
2008-s5-B-GE-2-3,2008-s5,B,2008-s5-B-GE,P1108,P1018,10,0,P1108,games-tally
2008-s5-B-GE-2-4,2008-s5,B,2008-s5-B-GE,P1108,P0718,10,0,P1108,games-tally
2008-s5-B-GE-2-5,2008-s5,B,2008-s5-B-GE,P1108,P0959,10,0,P1108,games-tally
2008-s5-B-GE-2-6,2008-s5,B,2008-s5-B-GE,P1108,P1134,2,8,P1134,games-tally
2008-s5-B-GE-3-4,2008-s5,B,2008-s5-B-GE,P1018,P0718,4,6,P0718,games-tally
2008-s5-B-GE-3-5,2008-s5,B,2008-s5-B-GE,P1018,P0959,10,0,P1018,games-tally
2008-s5-B-GE-3-6,2008-s5,B,2008-s5-B-GE,P1018,P1134,4,6,P1134,games-tally
2008-s5-B-GE-4-5,2008-s5,B,2008-s5-B-GE,P0718,P0959,4,6,P0959,games-tally
2008-s5-B-GE-4-6,2008-s5,B,2008-s5-B-GE,P0718,P1134,5,5,,games-tally
2008-s5-B-GE-5-6,2008-s5,B,2008-s5-B-GE,P0959,P1134,4,6,P1134,games-tally
2008-s5-B-GF-0-1,2008-s5,B,2008-s5-B-GF,P1091,P0217,2,8,P0217,games-tally
2008-s5-B-GF-0-2,2008-s5,B,2008-s5-B-GF,P1091,P1123,2,8,P1123,games-tally
2008-s5-B-GF-0-3,2008-s5,B,2008-s5-B-GF,P1091,P0995,7,3,P1091,games-tally
2008-s5-B-GF-0-4,2008-s5,B,2008-s5-B-GF,P1091,P1139,6,4,P1091,games-tally
2008-s5-B-GF-0-5,2008-s5,B,2008-s5-B-GF,P1091,P0952,7,3,P1091,games-tally
2008-s5-B-GF-0-6,2008-s5,B,2008-s5-B-GF,P1091,P1106,5,5,,games-tally
2008-s5-B-GF-1-2,2008-s5,B,2008-s5-B-GF,P0217,P1123,4,6,P1123,games-tally
2008-s5-B-GF-1-3,2008-s5,B,2008-s5-B-GF,P0217,P0995,4,6,P0995,games-tally
2008-s5-B-GF-1-4,2008-s5,B,2008-s5-B-GF,P0217,P1139,6,4,P0217,games-tally
2008-s5-B-GF-1-5,2008-s5,B,2008-s5-B-GF,P0217,P0952,4,6,P0952,games-tally
2008-s5-B-GF-1-6,2008-s5,B,2008-s5-B-GF,P0217,P1106,2,8,P1106,games-tally
2008-s5-B-GF-2-3,2008-s5,B,2008-s5-B-GF,P1123,P0995,6,4,P1123,games-tally
2008-s5-B-GF-2-4,2008-s5,B,2008-s5-B-GF,P1123,P1139,10,0,P1123,games-tally
2008-s5-B-GF-2-5,2008-s5,B,2008-s5-B-GF,P1123,P0952,5,5,,games-tally
2008-s5-B-GF-2-6,2008-s5,B,2008-s5-B-GF,P1123,P1106,6,4,P1123,games-tally
2008-s5-B-GF-5-6,2008-s5,B,2008-s5-B-GF,P0952,P1106,6,4,P0952,games-tally
2009-s1-A-GA-0-1,2009-s1,A,2009-s1-A-GA,P0558,P0689,4,6,P0689,games-tally
2009-s1-A-GA-0-2,2009-s1,A,2009-s1-A-GA,P0558,P0658,7,3,P0558,games-tally
2009-s1-A-GA-0-3,2009-s1,A,2009-s1-A-GA,P0558,P0029,3,7,P0029,games-tally
2009-s1-A-GA-0-4,2009-s1,A,2009-s1-A-GA,P0558,P1244,7,3,P0558,games-tally
2009-s1-A-GA-0-5,2009-s1,A,2009-s1-A-GA,P0558,P0697,6,4,P0558,games-tally
2009-s1-A-GA-0-6,2009-s1,A,2009-s1-A-GA,P0558,P1294,6,4,P0558,games-tally
2009-s1-A-GA-1-2,2009-s1,A,2009-s1-A-GA,P0689,P0658,6,4,P0689,games-tally
2009-s1-A-GA-1-3,2009-s1,A,2009-s1-A-GA,P0689,P0029,4,6,P0029,games-tally
2009-s1-A-GA-1-6,2009-s1,A,2009-s1-A-GA,P0689,P1294,3,7,P1294,games-tally
2009-s1-A-GA-2-3,2009-s1,A,2009-s1-A-GA,P0658,P0029,4,6,P0029,games-tally
2009-s1-A-GA-2-4,2009-s1,A,2009-s1-A-GA,P0658,P1244,3,7,P1244,games-tally
2009-s1-A-GA-2-6,2009-s1,A,2009-s1-A-GA,P0658,P1294,4,6,P1294,games-tally
2009-s1-A-GA-3-4,2009-s1,A,2009-s1-A-GA,P0029,P1244,6,4,P0029,games-tally
2009-s1-A-GA-3-5,2009-s1,A,2009-s1-A-GA,P0029,P0697,7,3,P0029,games-tally
2009-s1-A-GA-3-6,2009-s1,A,2009-s1-A-GA,P0029,P1294,4,6,P1294,games-tally
2009-s1-A-GA-4-6,2009-s1,A,2009-s1-A-GA,P1244,P1294,6,4,P1244,games-tally
2009-s1-A-GA-5-6,2009-s1,A,2009-s1-A-GA,P0697,P1294,3,7,P1294,games-tally
2009-s1-A-GB-0-1,2009-s1,A,2009-s1-A-GB,P1158,P1383,8,2,P1158,games-tally
2009-s1-A-GB-0-2,2009-s1,A,2009-s1-A-GB,P1158,P1310,8,2,P1158,games-tally
2009-s1-A-GB-0-3,2009-s1,A,2009-s1-A-GB,P1158,P0672,4,6,P0672,games-tally
2009-s1-A-GB-0-4,2009-s1,A,2009-s1-A-GB,P1158,P0969,4,6,P0969,games-tally
2009-s1-A-GB-0-5,2009-s1,A,2009-s1-A-GB,P1158,P1303,5,5,,games-tally
2009-s1-A-GB-0-6,2009-s1,A,2009-s1-A-GB,P1158,P1368,3,7,P1368,games-tally
2009-s1-A-GB-1-2,2009-s1,A,2009-s1-A-GB,P1383,P1310,7,3,P1383,games-tally
2009-s1-A-GB-1-3,2009-s1,A,2009-s1-A-GB,P1383,P0672,4,6,P0672,games-tally
2009-s1-A-GB-1-4,2009-s1,A,2009-s1-A-GB,P1383,P0969,3,7,P0969,games-tally
2009-s1-A-GB-1-5,2009-s1,A,2009-s1-A-GB,P1383,P1303,4,6,P1303,games-tally
2009-s1-A-GB-1-6,2009-s1,A,2009-s1-A-GB,P1383,P1368,3,7,P1368,games-tally
2009-s1-A-GB-2-3,2009-s1,A,2009-s1-A-GB,P1310,P0672,3,7,P0672,games-tally
2009-s1-A-GB-2-4,2009-s1,A,2009-s1-A-GB,P1310,P0969,2,8,P0969,games-tally
2009-s1-A-GB-2-6,2009-s1,A,2009-s1-A-GB,P1310,P1368,2,8,P1368,games-tally
2009-s1-A-GB-3-4,2009-s1,A,2009-s1-A-GB,P0672,P0969,5,5,,games-tally
2009-s1-A-GB-3-5,2009-s1,A,2009-s1-A-GB,P0672,P1303,8,2,P0672,games-tally
2009-s1-A-GB-3-6,2009-s1,A,2009-s1-A-GB,P0672,P1368,2,8,P1368,games-tally
2009-s1-A-GB-4-5,2009-s1,A,2009-s1-A-GB,P0969,P1303,6,4,P0969,games-tally
2009-s1-A-GB-4-6,2009-s1,A,2009-s1-A-GB,P0969,P1368,4,6,P1368,games-tally
2009-s1-A-GB-5-6,2009-s1,A,2009-s1-A-GB,P1303,P1368,4,6,P1368,games-tally
2009-s1-A-GC-0-2,2009-s1,A,2009-s1-A-GC,P0858,P1151,8,2,P0858,games-tally
2009-s1-A-GC-0-3,2009-s1,A,2009-s1-A-GC,P0858,P0616,7,3,P0858,games-tally
2009-s1-A-GC-0-4,2009-s1,A,2009-s1-A-GC,P0858,P1074,9,1,P0858,games-tally
2009-s1-A-GC-0-5,2009-s1,A,2009-s1-A-GC,P0858,P0707,10,0,P0858,games-tally
2009-s1-A-GC-0-6,2009-s1,A,2009-s1-A-GC,P0858,P0951,6,4,P0858,games-tally
2009-s1-A-GC-1-3,2009-s1,A,2009-s1-A-GC,P0363,P0616,7,3,P0363,games-tally
2009-s1-A-GC-1-4,2009-s1,A,2009-s1-A-GC,P0363,P1074,0,10,P1074,games-tally
2009-s1-A-GC-1-5,2009-s1,A,2009-s1-A-GC,P0363,P0707,4,6,P0707,games-tally
2009-s1-A-GC-1-6,2009-s1,A,2009-s1-A-GC,P0363,P0951,2,8,P0951,games-tally
2009-s1-A-GC-2-3,2009-s1,A,2009-s1-A-GC,P1151,P0616,5,5,,games-tally
2009-s1-A-GC-2-4,2009-s1,A,2009-s1-A-GC,P1151,P1074,2,8,P1074,games-tally
2009-s1-A-GC-2-5,2009-s1,A,2009-s1-A-GC,P1151,P0707,2,8,P0707,games-tally
2009-s1-A-GC-2-6,2009-s1,A,2009-s1-A-GC,P1151,P0951,0,10,P0951,games-tally
2009-s1-A-GC-3-4,2009-s1,A,2009-s1-A-GC,P0616,P1074,4,6,P1074,games-tally
2009-s1-A-GC-3-5,2009-s1,A,2009-s1-A-GC,P0616,P0707,2,8,P0707,games-tally
2009-s1-A-GC-3-6,2009-s1,A,2009-s1-A-GC,P0616,P0951,3,7,P0951,games-tally
2009-s1-A-GC-4-5,2009-s1,A,2009-s1-A-GC,P1074,P0707,4,6,P0707,games-tally
2009-s1-A-GC-4-6,2009-s1,A,2009-s1-A-GC,P1074,P0951,4,6,P0951,games-tally
2009-s1-A-GC-5-6,2009-s1,A,2009-s1-A-GC,P0707,P0951,4,6,P0951,games-tally
2009-s1-A-GD-0-1,2009-s1,A,2009-s1-A-GD,P0512,P0982,6,4,P0512,games-tally
2009-s1-A-GD-0-2,2009-s1,A,2009-s1-A-GD,P0512,P1330,4,6,P1330,games-tally
2009-s1-A-GD-0-3,2009-s1,A,2009-s1-A-GD,P0512,P1259,8,2,P0512,games-tally
2009-s1-A-GD-0-4,2009-s1,A,2009-s1-A-GD,P0512,P1324,10,0,P0512,games-tally
2009-s1-A-GD-0-5,2009-s1,A,2009-s1-A-GD,P0512,P1292,8,2,P0512,games-tally
2009-s1-A-GD-0-6,2009-s1,A,2009-s1-A-GD,P0512,P1241,8,2,P0512,games-tally
2009-s1-A-GD-1-2,2009-s1,A,2009-s1-A-GD,P0982,P1330,0,10,P1330,games-tally
2009-s1-A-GD-1-3,2009-s1,A,2009-s1-A-GD,P0982,P1259,0,10,P1259,games-tally
2009-s1-A-GD-1-5,2009-s1,A,2009-s1-A-GD,P0982,P1292,0,10,P1292,games-tally
2009-s1-A-GD-1-6,2009-s1,A,2009-s1-A-GD,P0982,P1241,3,7,P1241,games-tally
2009-s1-A-GD-2-3,2009-s1,A,2009-s1-A-GD,P1330,P1259,3,7,P1259,games-tally
2009-s1-A-GD-2-4,2009-s1,A,2009-s1-A-GD,P1330,P1324,2,8,P1324,games-tally
2009-s1-A-GD-2-5,2009-s1,A,2009-s1-A-GD,P1330,P1292,6,4,P1330,games-tally
2009-s1-A-GD-2-6,2009-s1,A,2009-s1-A-GD,P1330,P1241,8,2,P1330,games-tally
2009-s1-A-GD-3-4,2009-s1,A,2009-s1-A-GD,P1259,P1324,6,4,P1259,games-tally
2009-s1-A-GD-3-5,2009-s1,A,2009-s1-A-GD,P1259,P1292,3,7,P1292,games-tally
2009-s1-A-GD-3-6,2009-s1,A,2009-s1-A-GD,P1259,P1241,4,6,P1241,games-tally
2009-s1-A-GD-4-5,2009-s1,A,2009-s1-A-GD,P1324,P1292,0,10,P1292,games-tally
2009-s1-A-GD-4-6,2009-s1,A,2009-s1-A-GD,P1324,P1241,4,6,P1241,games-tally
2009-s1-A-GD-5-6,2009-s1,A,2009-s1-A-GD,P1292,P1241,6,4,P1292,games-tally
2009-s1-A-GE-0-1,2009-s1,A,2009-s1-A-GE,P1318,P0607,4,6,P0607,games-tally
2009-s1-A-GE-0-2,2009-s1,A,2009-s1-A-GE,P1318,P0140,3,7,P0140,games-tally
2009-s1-A-GE-0-3,2009-s1,A,2009-s1-A-GE,P1318,P0820,6,4,P1318,games-tally
2009-s1-A-GE-0-4,2009-s1,A,2009-s1-A-GE,P1318,P0984,3,7,P0984,games-tally
2009-s1-A-GE-0-5,2009-s1,A,2009-s1-A-GE,P1318,P0491,4,6,P0491,games-tally
2009-s1-A-GE-1-2,2009-s1,A,2009-s1-A-GE,P0607,P0140,5,5,,games-tally
2009-s1-A-GE-1-3,2009-s1,A,2009-s1-A-GE,P0607,P0820,7,3,P0607,games-tally
2009-s1-A-GE-1-4,2009-s1,A,2009-s1-A-GE,P0607,P0984,4,6,P0984,games-tally
2009-s1-A-GE-1-5,2009-s1,A,2009-s1-A-GE,P0607,P0491,4,6,P0491,games-tally
2009-s1-A-GE-1-6,2009-s1,A,2009-s1-A-GE,P0607,P1040,6,4,P0607,games-tally
2009-s1-A-GE-2-3,2009-s1,A,2009-s1-A-GE,P0140,P0820,9,1,P0140,games-tally
2009-s1-A-GE-2-4,2009-s1,A,2009-s1-A-GE,P0140,P0984,3,7,P0984,games-tally
2009-s1-A-GE-2-5,2009-s1,A,2009-s1-A-GE,P0140,P0491,3,7,P0491,games-tally
2009-s1-A-GE-2-6,2009-s1,A,2009-s1-A-GE,P0140,P1040,9,1,P0140,games-tally
2009-s1-A-GE-3-4,2009-s1,A,2009-s1-A-GE,P0820,P0984,4,6,P0984,games-tally
2009-s1-A-GE-3-5,2009-s1,A,2009-s1-A-GE,P0820,P0491,3,7,P0491,games-tally
2009-s1-A-GE-4-5,2009-s1,A,2009-s1-A-GE,P0984,P0491,5,5,,games-tally
2009-s1-A-GE-4-6,2009-s1,A,2009-s1-A-GE,P0984,P1040,7,3,P0984,games-tally
2009-s1-A-GE-5-6,2009-s1,A,2009-s1-A-GE,P0491,P1040,6,4,P0491,games-tally
2009-s1-A-GF-0-1,2009-s1,A,2009-s1-A-GF,P1088,P1104,4,6,P1104,games-tally
2009-s1-A-GF-0-2,2009-s1,A,2009-s1-A-GF,P1088,P0962,4,6,P0962,games-tally
2009-s1-A-GF-0-3,2009-s1,A,2009-s1-A-GF,P1088,P1360,8,2,P1088,games-tally
2009-s1-A-GF-0-4,2009-s1,A,2009-s1-A-GF,P1088,P1054,6,4,P1088,games-tally
2009-s1-A-GF-0-5,2009-s1,A,2009-s1-A-GF,P1088,P1236,10,0,P1088,games-tally
2009-s1-A-GF-0-6,2009-s1,A,2009-s1-A-GF,P1088,P1354,10,0,P1088,games-tally
2009-s1-A-GF-1-2,2009-s1,A,2009-s1-A-GF,P1104,P0962,1,9,P0962,games-tally
2009-s1-A-GF-1-3,2009-s1,A,2009-s1-A-GF,P1104,P1360,3,7,P1360,games-tally
2009-s1-A-GF-1-4,2009-s1,A,2009-s1-A-GF,P1104,P1054,4,6,P1054,games-tally
2009-s1-A-GF-1-6,2009-s1,A,2009-s1-A-GF,P1104,P1354,6,4,P1104,games-tally
2009-s1-A-GF-2-3,2009-s1,A,2009-s1-A-GF,P0962,P1360,4,6,P1360,games-tally
2009-s1-A-GF-2-4,2009-s1,A,2009-s1-A-GF,P0962,P1054,7,3,P0962,games-tally
2009-s1-A-GF-3-4,2009-s1,A,2009-s1-A-GF,P1360,P1054,4,6,P1054,games-tally
2009-s1-A-GF-3-5,2009-s1,A,2009-s1-A-GF,P1360,P1236,9,1,P1360,games-tally
2009-s1-A-GF-3-6,2009-s1,A,2009-s1-A-GF,P1360,P1354,10,0,P1360,games-tally
2009-s1-A-GF-4-5,2009-s1,A,2009-s1-A-GF,P1054,P1236,10,0,P1054,games-tally
2009-s1-A-GF-4-6,2009-s1,A,2009-s1-A-GF,P1054,P1354,4,6,P1354,games-tally
2009-s1-A-GG-0-1,2009-s1,A,2009-s1-A-GG,P1205,P1282,8,2,P1205,games-tally
2009-s1-A-GG-0-2,2009-s1,A,2009-s1-A-GG,P1205,P1051,6,4,P1205,games-tally
2009-s1-A-GG-0-3,2009-s1,A,2009-s1-A-GG,P1205,P1284,6,4,P1205,games-tally
2009-s1-A-GG-0-4,2009-s1,A,2009-s1-A-GG,P1205,P1194,5,5,,games-tally
2009-s1-A-GG-0-5,2009-s1,A,2009-s1-A-GG,P1205,P1349,6,4,P1205,games-tally
2009-s1-A-GG-0-6,2009-s1,A,2009-s1-A-GG,P1205,P1002,1,9,P1002,games-tally
2009-s1-A-GG-1-2,2009-s1,A,2009-s1-A-GG,P1282,P1051,1,9,P1051,games-tally
2009-s1-A-GG-1-3,2009-s1,A,2009-s1-A-GG,P1282,P1284,4,6,P1284,games-tally
2009-s1-A-GG-1-4,2009-s1,A,2009-s1-A-GG,P1282,P1194,4,6,P1194,games-tally
2009-s1-A-GG-1-5,2009-s1,A,2009-s1-A-GG,P1282,P1349,4,6,P1349,games-tally
2009-s1-A-GG-1-6,2009-s1,A,2009-s1-A-GG,P1282,P1002,0,10,P1002,games-tally
2009-s1-A-GG-2-3,2009-s1,A,2009-s1-A-GG,P1051,P1284,4,6,P1284,games-tally
2009-s1-A-GG-2-4,2009-s1,A,2009-s1-A-GG,P1051,P1194,1,9,P1194,games-tally
2009-s1-A-GG-2-6,2009-s1,A,2009-s1-A-GG,P1051,P1002,0,10,P1002,games-tally
2009-s1-A-GG-3-4,2009-s1,A,2009-s1-A-GG,P1284,P1194,4,6,P1194,games-tally
2009-s1-A-GG-3-5,2009-s1,A,2009-s1-A-GG,P1284,P1349,6,4,P1284,games-tally
2009-s1-A-GG-3-6,2009-s1,A,2009-s1-A-GG,P1284,P1002,3,7,P1002,games-tally
2009-s1-A-GG-4-5,2009-s1,A,2009-s1-A-GG,P1194,P1349,4,6,P1349,games-tally
2009-s1-A-GG-4-6,2009-s1,A,2009-s1-A-GG,P1194,P1002,3,7,P1002,games-tally
2009-s1-A-GG-5-6,2009-s1,A,2009-s1-A-GG,P1349,P1002,3,7,P1002,games-tally
2009-s1-A-GH-0-2,2009-s1,A,2009-s1-A-GH,P1022,P0678,7,3,P1022,games-tally
2009-s1-A-GH-0-3,2009-s1,A,2009-s1-A-GH,P1022,P1275,6,4,P1022,games-tally
2009-s1-A-GH-0-4,2009-s1,A,2009-s1-A-GH,P1022,P1357,6,4,P1022,games-tally
2009-s1-A-GH-0-5,2009-s1,A,2009-s1-A-GH,P1022,P0764,6,4,P1022,games-tally
2009-s1-A-GH-0-6,2009-s1,A,2009-s1-A-GH,P1022,P1085,5,5,,games-tally
2009-s1-A-GH-1-4,2009-s1,A,2009-s1-A-GH,P1361,P1357,5,5,,games-tally
2009-s1-A-GH-1-5,2009-s1,A,2009-s1-A-GH,P1361,P0764,0,10,P0764,games-tally
2009-s1-A-GH-1-6,2009-s1,A,2009-s1-A-GH,P1361,P1085,3,7,P1085,games-tally
2009-s1-A-GH-2-4,2009-s1,A,2009-s1-A-GH,P0678,P1357,6,4,P0678,games-tally
2009-s1-A-GH-2-5,2009-s1,A,2009-s1-A-GH,P0678,P0764,4,6,P0764,games-tally
2009-s1-A-GH-2-6,2009-s1,A,2009-s1-A-GH,P0678,P1085,4,6,P1085,games-tally
2009-s1-A-GH-3-4,2009-s1,A,2009-s1-A-GH,P1275,P1357,6,4,P1275,games-tally
2009-s1-A-GH-3-5,2009-s1,A,2009-s1-A-GH,P1275,P0764,7,3,P1275,games-tally
2009-s1-A-GH-3-6,2009-s1,A,2009-s1-A-GH,P1275,P1085,0,10,P1085,games-tally
2009-s1-A-GH-4-5,2009-s1,A,2009-s1-A-GH,P1357,P0764,4,6,P0764,games-tally
2009-s1-A-GH-4-6,2009-s1,A,2009-s1-A-GH,P1357,P1085,2,8,P1085,games-tally
2009-s1-A-GH-5-6,2009-s1,A,2009-s1-A-GH,P0764,P1085,5,5,,games-tally
2009-s1-B-GA-0-1,2009-s1,B,2009-s1-B-GA,P0938,P1290,5,5,,games-tally
2009-s1-B-GA-0-2,2009-s1,B,2009-s1-B-GA,P0938,P0870,6,4,P0938,games-tally
2009-s1-B-GA-0-4,2009-s1,B,2009-s1-B-GA,P0938,P0217,3,7,P0217,games-tally
2009-s1-B-GA-0-5,2009-s1,B,2009-s1-B-GA,P0938,P1195,4,6,P1195,games-tally
2009-s1-B-GA-0-6,2009-s1,B,2009-s1-B-GA,P0938,P0772,4,6,P0772,games-tally
2009-s1-B-GA-1-2,2009-s1,B,2009-s1-B-GA,P1290,P0870,4,6,P0870,games-tally
2009-s1-B-GA-1-3,2009-s1,B,2009-s1-B-GA,P1290,P1108,1,9,P1108,games-tally
2009-s1-B-GA-1-4,2009-s1,B,2009-s1-B-GA,P1290,P0217,6,4,P1290,games-tally
2009-s1-B-GA-1-5,2009-s1,B,2009-s1-B-GA,P1290,P1195,6,4,P1290,games-tally
2009-s1-B-GA-1-6,2009-s1,B,2009-s1-B-GA,P1290,P0772,7,3,P1290,games-tally
2009-s1-B-GA-2-3,2009-s1,B,2009-s1-B-GA,P0870,P1108,8,2,P0870,games-tally
2009-s1-B-GA-2-4,2009-s1,B,2009-s1-B-GA,P0870,P0217,6,4,P0870,games-tally
2009-s1-B-GA-2-5,2009-s1,B,2009-s1-B-GA,P0870,P1195,6,4,P0870,games-tally
2009-s1-B-GA-2-6,2009-s1,B,2009-s1-B-GA,P0870,P0772,3,7,P0772,games-tally
2009-s1-B-GA-3-5,2009-s1,B,2009-s1-B-GA,P1108,P1195,5,5,,games-tally
2009-s1-B-GA-3-6,2009-s1,B,2009-s1-B-GA,P1108,P0772,4,6,P0772,games-tally
2009-s1-B-GA-4-5,2009-s1,B,2009-s1-B-GA,P0217,P1195,4,6,P1195,games-tally
2009-s1-B-GA-4-6,2009-s1,B,2009-s1-B-GA,P0217,P0772,5,5,,games-tally
2009-s1-B-GA-5-6,2009-s1,B,2009-s1-B-GA,P1195,P0772,8,2,P1195,games-tally
2009-s1-B-GB-0-1,2009-s1,B,2009-s1-B-GB,P0999,P1005,5,5,,games-tally
2009-s1-B-GB-0-2,2009-s1,B,2009-s1-B-GB,P0999,P1196,6,4,P0999,games-tally
2009-s1-B-GB-0-3,2009-s1,B,2009-s1-B-GB,P0999,P1302,6,4,P0999,games-tally
2009-s1-B-GB-0-4,2009-s1,B,2009-s1-B-GB,P0999,P1184,5,5,,games-tally
2009-s1-B-GB-0-5,2009-s1,B,2009-s1-B-GB,P0999,P0928,10,0,P0999,games-tally
2009-s1-B-GB-0-6,2009-s1,B,2009-s1-B-GB,P0999,P1060,3,7,P1060,games-tally
2009-s1-B-GB-1-2,2009-s1,B,2009-s1-B-GB,P1005,P1196,3,7,P1196,games-tally
2009-s1-B-GB-1-3,2009-s1,B,2009-s1-B-GB,P1005,P1302,8,2,P1005,games-tally
2009-s1-B-GB-1-4,2009-s1,B,2009-s1-B-GB,P1005,P1184,7,3,P1005,games-tally
2009-s1-B-GB-1-5,2009-s1,B,2009-s1-B-GB,P1005,P0928,4,6,P0928,games-tally
2009-s1-B-GB-1-6,2009-s1,B,2009-s1-B-GB,P1005,P1060,7,3,P1005,games-tally
2009-s1-B-GB-2-3,2009-s1,B,2009-s1-B-GB,P1196,P1302,4,6,P1302,games-tally
2009-s1-B-GB-2-4,2009-s1,B,2009-s1-B-GB,P1196,P1184,7,3,P1196,games-tally
2009-s1-B-GB-2-5,2009-s1,B,2009-s1-B-GB,P1196,P0928,8,2,P1196,games-tally
2009-s1-B-GB-2-6,2009-s1,B,2009-s1-B-GB,P1196,P1060,8,2,P1196,games-tally
2009-s1-B-GB-3-4,2009-s1,B,2009-s1-B-GB,P1302,P1184,4,6,P1184,games-tally
2009-s1-B-GB-3-6,2009-s1,B,2009-s1-B-GB,P1302,P1060,2,8,P1060,games-tally
2009-s1-B-GB-4-5,2009-s1,B,2009-s1-B-GB,P1184,P0928,4,6,P0928,games-tally
2009-s1-B-GB-4-6,2009-s1,B,2009-s1-B-GB,P1184,P1060,6,4,P1184,games-tally
2009-s1-B-GC-0-1,2009-s1,B,2009-s1-B-GC,P1371,P1167,4,6,P1167,games-tally
2009-s1-B-GC-0-2,2009-s1,B,2009-s1-B-GC,P1371,P1096,6,4,P1371,games-tally
2009-s1-B-GC-0-3,2009-s1,B,2009-s1-B-GC,P1371,P1362,10,0,P1371,games-tally
2009-s1-B-GC-0-4,2009-s1,B,2009-s1-B-GC,P1371,P1346,5,5,,games-tally
2009-s1-B-GC-0-5,2009-s1,B,2009-s1-B-GC,P1371,P1219,8,2,P1371,games-tally
2009-s1-B-GC-0-6,2009-s1,B,2009-s1-B-GC,P1371,P1186,10,0,P1371,games-tally
2009-s1-B-GC-1-2,2009-s1,B,2009-s1-B-GC,P1167,P1096,5,5,,games-tally
2009-s1-B-GC-1-3,2009-s1,B,2009-s1-B-GC,P1167,P1362,6,4,P1167,games-tally
2009-s1-B-GC-1-4,2009-s1,B,2009-s1-B-GC,P1167,P1346,8,2,P1167,games-tally
2009-s1-B-GC-1-5,2009-s1,B,2009-s1-B-GC,P1167,P1219,4,6,P1219,games-tally
2009-s1-B-GC-1-6,2009-s1,B,2009-s1-B-GC,P1167,P1186,7,3,P1167,games-tally
2009-s1-B-GC-2-3,2009-s1,B,2009-s1-B-GC,P1096,P1362,6,4,P1096,games-tally
2009-s1-B-GC-2-4,2009-s1,B,2009-s1-B-GC,P1096,P1346,7,3,P1096,games-tally
2009-s1-B-GC-2-5,2009-s1,B,2009-s1-B-GC,P1096,P1219,6,4,P1096,games-tally
2009-s1-B-GC-2-6,2009-s1,B,2009-s1-B-GC,P1096,P1186,8,2,P1096,games-tally
2009-s1-B-GC-3-5,2009-s1,B,2009-s1-B-GC,P1362,P1219,10,0,P1362,games-tally
2009-s1-B-GC-3-6,2009-s1,B,2009-s1-B-GC,P1362,P1186,7,3,P1362,games-tally
2009-s1-B-GC-4-5,2009-s1,B,2009-s1-B-GC,P1346,P1219,8,2,P1346,games-tally
2009-s1-B-GC-5-6,2009-s1,B,2009-s1-B-GC,P1219,P1186,2,8,P1186,games-tally
2009-s1-B-GD-0-1,2009-s1,B,2009-s1-B-GD,P1298,P1289,4,6,P1289,games-tally
2009-s1-B-GD-0-2,2009-s1,B,2009-s1-B-GD,P1298,P1106,2,8,P1106,games-tally
2009-s1-B-GD-0-4,2009-s1,B,2009-s1-B-GD,P1298,P1347,4,6,P1347,games-tally
