player_lo_id,player_hi_id,matches,lo_wins,hi_wins,draws,lo_games,hi_games,group_matches,playoff_matches,last_season
P0277,P0305,1,0,0,1,5,5,1,0,2006-s6
P0253,P0367,1,0,1,0,3,7,1,0,2006-s6
P0333,P0367,1,0,1,0,4,6,1,0,2006-s6
P0367,P0403,1,0,0,1,5,5,1,0,2006-s6
P0367,P0417,1,1,0,0,8,2,1,0,2006-s6
P0246,P0367,1,1,0,0,8,2,1,0,2006-s6
P0367,P0516,1,1,0,0,8,2,1,0,2006-s6
P0253,P0333,1,1,0,0,7,3,1,0,2006-s6
P0253,P0403,1,1,0,0,7,3,1,0,2006-s6
P0253,P0417,1,0,1,0,2,8,1,0,2006-s6
P0246,P0253,1,0,1,0,4,6,1,0,2006-s6
P0253,P0516,1,1,0,0,6,4,1,0,2006-s6
P0333,P0403,1,1,0,0,6,4,1,0,2006-s6
P0333,P0417,1,0,1,0,3,7,1,0,2006-s6
P0246,P0333,1,0,0,1,5,5,1,0,2006-s6
P0333,P0516,1,1,0,0,8,2,1,0,2006-s6
P0403,P0417,1,0,1,0,0,10,1,0,2006-s6
P0246,P0403,1,0,1,0,4,6,1,0,2006-s6
P0403,P0516,1,0,1,0,4,6,1,0,2006-s6
P0246,P0417,1,1,0,0,8,2,1,0,2006-s6
P0246,P0516,1,0,0,1,5,5,1,0,2006-s6
P0601,P0609,1,0,0,1,5,5,1,0,2006-s6
P0395,P0609,1,1,0,0,7,3,1,0,2006-s6
P0609,P0624,1,1,0,0,7,3,1,0,2006-s6
P0216,P0609,1,0,1,0,4,6,1,0,2006-s6
P0384,P0609,1,1,0,0,7,3,1,0,2006-s6
P0395,P0601,1,0,0,1,5,5,1,0,2006-s6
P0601,P0624,1,1,0,0,6,4,1,0,2006-s6
P0216,P0601,1,1,0,0,7,3,1,0,2006-s6
P0320,P0601,1,1,0,0,8,2,1,0,2006-s6
P0384,P0601,1,1,0,0,10,0,1,0,2006-s6
P0395,P0624,1,0,1,0,4,6,1,0,2006-s6
P0216,P0395,1,0,1,0,4,6,1,0,2006-s6
P0320,P0395,1,0,1,0,3,7,1,0,2006-s6
P0384,P0395,1,0,1,0,3,7,1,0,2006-s6
P0216,P0624,1,0,1,0,2,8,1,0,2006-s6
P0320,P0624,1,0,1,0,3,7,1,0,2006-s6
P0384,P0624,1,1,0,0,7,3,1,0,2006-s6
P0216,P0320,1,0,1,0,4,6,1,0,2006-s6
P0320,P0384,1,0,1,0,3,7,1,0,2006-s6
P0207,P0254,1,0,1,0,1,9,1,0,2006-s6
P0227,P0254,1,0,1,0,0,10,1,0,2006-s6
P0254,P0269,1,1,0,0,6,4,1,0,2006-s6
P0254,P0391,1,1,0,0,7,3,1,0,2006-s6
P0024,P0254,1,0,1,0,3,7,1,0,2006-s6
P0217,P0254,1,0,0,1,5,5,1,0,2006-s6
P0207,P0227,1,1,0,0,6,4,1,0,2006-s6
P0207,P0269,1,1,0,0,7,3,1,0,2006-s6
P0207,P0391,1,0,1,0,4,6,1,0,2006-s6
P0024,P0207,1,0,1,0,4,6,1,0,2006-s6
P0207,P0217,1,1,0,0,6,4,1,0,2006-s6
P0227,P0269,1,1,0,0,7,3,1,0,2006-s6
P0227,P0391,1,0,1,0,3,7,1,0,2006-s6
P0024,P0227,1,1,0,0,6,4,1,0,2006-s6
P0217,P0227,1,0,1,0,3,7,1,0,2006-s6
P0269,P0391,1,0,1,0,4,6,1,0,2006-s6
P0217,P0269,1,0,1,0,3,7,1,0,2006-s6
P0024,P0391,1,0,1,0,4,6,1,0,2006-s6
P0217,P0391,1,0,1,0,1,9,1,0,2006-s6
P0024,P0217,1,0,0,1,5,5,1,0,2006-s6
P0413,P0558,1,0,1,0,4,6,1,0,2006-s6
P0471,P0558,1,0,1,0,2,8,1,0,2006-s6
P0558,P0573,1,0,1,0,3,7,1,0,2006-s6
P0292,P0558,1,1,0,0,6,4,1,0,2006-s6
P0312,P0558,1,1,0,0,7,3,1,0,2006-s6
P0326,P0558,1,1,0,0,8,2,1,0,2006-s6
P0413,P0471,1,0,1,0,4,6,1,0,2006-s6
P0292,P0413,1,1,0,0,8,2,1,0,2006-s6
P0312,P0413,1,0,1,0,2,8,1,0,2006-s6
P0326,P0413,1,1,0,0,7,3,1,0,2006-s6
P0471,P0573,1,0,1,0,1,9,1,0,2006-s6
P0292,P0471,1,1,0,0,8,2,1,0,2006-s6
P0312,P0471,1,0,1,0,4,6,1,0,2006-s6
P0326,P0471,1,0,1,0,4,6,1,0,2006-s6
P0292,P0573,1,1,0,0,8,2,1,0,2006-s6
P0312,P0573,1,1,0,0,6,4,1,0,2006-s6
P0326,P0573,1,0,1,0,3,7,1,0,2006-s6
P0292,P0312,1,1,0,0,7,3,1,0,2006-s6
P0292,P0326,1,1,0,0,7,3,1,0,2006-s6
P0312,P0326,1,0,1,0,4,6,1,0,2006-s6
P0606,P0641,1,1,0,0,9,1,1,0,2006-s6
P0526,P0606,1,1,0,0,9,1,1,0,2006-s6
P0539,P0606,1,0,1,0,4,6,1,0,2006-s6
P0567,P0606,1,1,0,0,6,4,1,0,2006-s6
P0432,P0606,1,0,1,0,2,8,1,0,2006-s6
P0467,P0606,1,0,1,0,1,9,1,0,2006-s6
P0526,P0641,1,1,0,0,8,2,1,0,2006-s6
P0539,P0641,1,0,0,1,5,5,1,0,2006-s6
P0567,P0641,1,0,1,0,3,7,1,0,2006-s6
P0432,P0641,1,0,1,0,0,10,1,0,2006-s6
P0526,P0539,1,1,0,0,7,3,1,0,2006-s6
P0526,P0567,1,1,0,0,6,4,1,0,2006-s6
P0432,P0526,1,0,1,0,2,8,1,0,2006-s6
P0467,P0526,1,0,1,0,1,9,1,0,2006-s6
P0539,P0567,1,1,0,0,7,3,1,0,2006-s6
P0432,P0539,1,0,1,0,3,7,1,0,2006-s6
P0467,P0539,1,0,1,0,2,8,1,0,2006-s6
P0432,P0567,1,0,1,0,4,6,1,0,2006-s6
P0467,P0567,1,0,1,0,2,8,1,0,2006-s6
P0432,P0467,1,1,0,0,10,0,1,0,2006-s6
P0343,P0438,1,0,0,1,5,5,1,0,2006-s6
P0438,P0496,1,0,1,0,2,8,1,0,2006-s6
P0370,P0438,1,1,0,0,8,2,1,0,2006-s6
P0345,P0438,1,1,0,0,8,2,1,0,2006-s6
P0405,P0438,1,0,0,1,5,5,1,0,2006-s6
P0343,P0496,1,0,1,0,4,6,1,0,2006-s6
P0343,P0370,1,0,1,0,1,9,1,0,2006-s6
P0343,P0345,1,0,1,0,3,7,1,0,2006-s6
P0343,P0405,1,0,1,0,3,7,1,0,2006-s6
P0343,P0563,1,1,0,0,7,3,1,0,2006-s6
P0370,P0496,1,0,0,1,5,5,1,0,2006-s6
P0345,P0496,1,1,0,0,6,4,1,0,2006-s6
P0405,P0496,1,0,0,1,5,5,1,0,2006-s6
P0496,P0563,1,1,0,0,7,3,1,0,2006-s6
P0345,P0370,1,0,0,1,5,5,1,0,2006-s6
P0370,P0405,1,0,0,1,5,5,1,0,2006-s6
P0370,P0563,1,1,0,0,6,4,1,0,2006-s6
P0345,P0405,1,1,0,0,6,4,1,0,2006-s6
P0345,P0563,1,1,0,0,8,2,1,0,2006-s6
P0405,P0563,1,1,0,0,8,2,1,0,2006-s6
P0439,P0647,1,1,0,0,6,4,1,0,2006-s6
P0369,P0647,1,0,1,0,3,7,1,0,2006-s6
P0537,P0647,1,0,1,0,4,6,1,0,2006-s6
P0068,P0647,1,0,1,0,4,6,1,0,2006-s6
P0193,P0647,1,0,0,1,5,5,1,0,2006-s6
P0453,P0647,1,0,1,0,2,8,1,0,2006-s6
P0369,P0439,1,0,0,1,5,5,1,0,2006-s6
P0439,P0537,1,1,0,0,10,0,1,0,2006-s6
P0068,P0439,1,0,1,0,4,6,1,0,2006-s6
P0193,P0439,1,0,1,0,4,6,1,0,2006-s6
P0439,P0453,1,1,0,0,6,4,1,0,2006-s6
P0369,P0537,1,1,0,0,10,0,1,0,2006-s6
P0068,P0369,1,0,1,0,2,8,1,0,2006-s6
P0193,P0369,1,1,0,0,6,4,1,0,2006-s6
P0369,P0453,1,1,0,0,6,4,1,0,2006-s6
P0068,P0537,1,1,0,0,10,0,1,0,2006-s6
P0193,P0537,1,1,0,0,8,2,1,0,2006-s6
P0453,P0537,1,1,0,0,6,4,1,0,2006-s6
P0068,P0193,1,1,0,0,7,3,1,0,2006-s6
P0068,P0453,1,1,0,0,6,4,1,0,2006-s6
P0193,P0453,1,1,0,0,7,3,1,0,2006-s6
P0191,P0298,1,1,0,0,10,0,1,0,2006-s6
P0191,P0373,1,1,0,0,6,4,1,0,2006-s6
P0191,P0435,1,0,0,1,5,5,1,0,2006-s6
P0191,P0229,1,1,0,0,7,3,1,0,2006-s6
P0191,P0406,1,1,0,0,9,1,1,0,2006-s6
P0191,P0536,1,0,0,1,5,5,1,0,2006-s6
P0298,P0373,1,1,0,0,6,4,1,0,2006-s6
P0298,P0435,1,0,0,1,5,5,1,0,2006-s6
P0229,P0298,1,1,0,0,7,3,1,0,2006-s6
P0298,P0406,1,1,0,0,6,4,1,0,2006-s6
P0298,P0536,1,1,0,0,9,1,1,0,2006-s6
P0373,P0435,1,0,0,1,5,5,1,0,2006-s6
P0229,P0373,1,0,0,1,5,5,1,0,2006-s6
P0373,P0406,1,1,0,0,8,2,1,0,2006-s6
P0373,P0536,1,1,0,0,6,4,1,0,2006-s6
P0229,P0435,1,0,1,0,3,7,1,0,2006-s6
P0406,P0435,1,0,1,0,2,8,1,0,2006-s6
P0435,P0536,1,1,0,0,6,4,1,0,2006-s6
P0229,P0406,1,1,0,0,7,3,1,0,2006-s6
P0229,P0536,1,0,1,0,4,6,1,0,2006-s6
P0406,P0536,1,0,1,0,4,6,1,0,2006-s6
P0206,P0644,1,1,0,0,7,3,1,0,2006-s7
P0184,P0644,1,1,0,0,7,3,1,0,2006-s7
P0258,P0644,1,0,0,1,5,5,1,0,2006-s7
P0297,P0644,1,1,0,0,8,2,1,0,2006-s7
P0073,P0644,1,0,1,0,3,7,1,0,2006-s7
P0184,P0206,1,1,0,0,6,4,1,0,2006-s7
P0206,P0297,1,0,1,0,1,9,1,0,2006-s7
P0073,P0206,1,1,0,0,7,3,1,0,2006-s7
P0206,P0411,1,0,1,0,4,6,1,0,2006-s7
P0184,P0258,1,0,0,1,5,5,1,0,2006-s7
P0184,P0297,1,0,1,0,3,7,1,0,2006-s7
P0073,P0184,1,0,0,1,5,5,1,0,2006-s7
P0184,P0411,1,1,0,0,7,3,1,0,2006-s7
P0258,P0297,1,0,1,0,3,7,1,0,2006-s7
P0073,P0258,1,0,0,1,5,5,1,0,2006-s7
P0258,P0411,1,1,0,0,8,2,1,0,2006-s7
P0073,P0297,3,1,2,0,12,18,3,0,2009-s4
P0297,P0411,1,1,0,0,6,4,1,0,2006-s7
P0073,P0411,2,1,1,0,10,10,2,0,2007-s1
P0140,P0609,1,1,0,0,8,2,1,0,2006-s7
P0126,P0609,1,1,0,0,6,4,1,0,2006-s7
P0356,P0609,1,1,0,0,6,4,1,0,2006-s7
P0278,P0609,1,0,1,0,4,6,1,0,2006-s7
P0060,P0609,1,0,1,0,3,7,1,0,2006-s7
P0450,P0609,1,0,1,0,3,7,1,0,2006-s7
P0140,P0356,1,0,0,1,5,5,1,0,2006-s7
P0140,P0278,1,1,0,0,6,4,1,0,2006-s7
P0060,P0140,1,1,0,0,6,4,1,0,2006-s7
P0140,P0450,1,1,0,0,6,4,1,0,2006-s7
P0126,P0356,1,0,0,1,5,5,1,0,2006-s7
P0126,P0278,1,0,1,0,0,10,1,0,2006-s7
P0126,P0450,1,0,1,0,0,10,1,0,2006-s7
P0278,P0356,1,1,0,0,9,1,1,0,2006-s7
P0060,P0356,1,1,0,0,7,3,1,0,2006-s7
P0356,P0450,1,1,0,0,6,4,1,0,2006-s7
P0060,P0278,1,0,1,0,3,7,1,0,2006-s7
P0278,P0450,1,1,0,0,7,3,1,0,2006-s7
P0060,P0450,1,1,0,0,7,3,1,0,2006-s7
P0029,P0300,1,1,0,0,6,4,1,0,2006-s7
P0300,P0321,3,2,1,0,17,13,3,0,2007-s2
P0300,P0437,1,1,0,0,8,2,1,0,2006-s7
P0300,P0501,1,1,0,0,6,4,1,0,2006-s7
P0024,P0300,1,0,1,0,4,6,1,0,2006-s7
P0300,P0378,2,2,0,0,14,6,2,0,2007-s1
P0029,P0321,1,0,1,0,4,6,1,0,2006-s7
P0029,P0437,1,0,1,0,4,6,1,0,2006-s7
P0024,P0029,2,0,2,0,4,16,2,0,2010-s1
P0029,P0378,1,0,0,1,5,5,1,0,2006-s7
P0321,P0437,1,1,0,0,7,3,1,0,2006-s7
P0321,P0501,1,0,0,1,5,5,1,0,2006-s7
P0024,P0321,2,0,2,0,6,14,2,0,2007-s3
P0321,P0378,2,1,1,0,12,8,2,0,2007-s1
P0437,P0501,1,1,0,0,6,4,1,0,2006-s7
P0024,P0437,1,1,0,0,7,3,1,0,2006-s7
P0378,P0437,1,0,0,1,5,5,1,0,2006-s7
P0378,P0501,1,1,0,0,9,1,1,0,2006-s7
P0024,P0378,2,0,1,1,7,13,2,0,2007-s2
P0261,P0422,1,0,1,0,3,7,1,0,2006-s7
P0261,P0653,1,0,1,0,2,8,1,0,2006-s7
P0213,P0261,1,1,0,0,6,4,1,0,2006-s7
P0261,P0630,1,1,0,0,10,0,1,0,2006-s7
P0261,P0293,1,1,0,0,7,3,1,0,2006-s7
P0261,P0359,1,0,1,0,4,6,1,0,2006-s7
P0422,P0653,1,0,1,0,3,7,1,0,2006-s7
P0213,P0422,1,0,1,0,3,7,1,0,2006-s7
P0422,P0630,1,1,0,0,10,0,1,0,2006-s7
P0293,P0422,1,0,1,0,1,9,1,0,2006-s7
P0359,P0422,1,0,1,0,3,7,1,0,2006-s7
P0213,P0653,1,0,1,0,4,6,1,0,2006-s7
P0630,P0653,1,0,1,0,0,10,1,0,2006-s7
P0293,P0653,1,0,1,0,2,8,1,0,2006-s7
P0359,P0653,1,0,1,0,1,9,1,0,2006-s7
P0213,P0630,1,1,0,0,10,0,1,0,2006-s7
P0213,P0293,1,1,0,0,6,4,1,0,2006-s7
P0213,P0359,1,1,0,0,6,4,1,0,2006-s7
P0293,P0630,1,1,0,0,8,2,1,0,2006-s7
P0359,P0630,1,1,0,0,6,4,1,0,2006-s7
P0293,P0359,1,1,0,0,6,4,1,0,2006-s7
P0178,P0616,1,0,1,0,4,6,1,0,2006-s7
P0178,P0294,1,0,1,0,1,9,1,0,2006-s7
P0075,P0178,1,0,1,0,3,7,1,0,2006-s7
P0172,P0178,1,1,0,0,7,3,1,0,2006-s7
P0178,P0204,1,0,1,0,0,10,1,0,2006-s7
P0178,P0385,1,0,1,0,0,10,1,0,2006-s7
P0294,P0616,1,0,1,0,4,6,1,0,2006-s7
P0075,P0616,1,1,0,0,8,2,1,0,2006-s7
P0172,P0616,1,0,1,0,4,6,1,0,2006-s7
P0204,P0616,1,1,0,0,8,2,1,0,2006-s7
P0385,P0616,1,1,0,0,7,3,1,0,2006-s7
P0075,P0294,1,0,1,0,2,8,1,0,2006-s7
P0172,P0294,1,1,0,0,6,4,1,0,2006-s7
P0204,P0294,1,1,0,0,6,4,1,0,2006-s7
P0294,P0385,1,0,1,0,4,6,1,0,2006-s7
P0075,P0172,1,0,1,0,1,9,1,0,2006-s7
P0075,P0204,1,0,1,0,4,6,1,0,2006-s7
P0075,P0385,1,0,0,1,5,5,1,0,2006-s7
P0172,P0204,1,1,0,0,7,3,1,0,2006-s7
P0172,P0385,1,0,1,0,4,6,1,0,2006-s7
P0204,P0385,1,0,1,0,4,6,1,0,2006-s7
P0167,P0427,1,0,1,0,4,6,1,0,2006-s7
P0427,P0430,1,0,1,0,3,7,1,0,2006-s7
P0427,P0565,1,1,0,0,8,2,1,0,2006-s7
P0427,P0512,1,0,1,0,3,7,1,0,2006-s7
P0215,P0427,1,0,1,0,4,6,1,0,2006-s7
P0340,P0427,1,0,1,0,1,9,1,0,2006-s7
P0167,P0512,1,0,1,0,2,8,1,0,2006-s7
P0167,P0215,1,0,1,0,4,6,1,0,2006-s7
P0167,P0340,1,1,0,0,8,2,1,0,2006-s7
P0430,P0512,1,0,1,0,4,6,1,0,2006-s7
P0340,P0430,1,0,1,0,1,9,1,0,2006-s7
P0512,P0565,1,1,0,0,7,3,1,0,2006-s7
P0340,P0565,1,0,1,0,3,7,1,0,2006-s7
P0215,P0512,1,0,0,1,5,5,1,0,2006-s7
P0340,P0512,1,0,1,0,0,10,1,0,2006-s7
P0215,P0340,1,1,0,0,7,3,1,0,2006-s7
P0239,P0270,1,0,1,0,2,8,1,0,2006-s7
P0239,P0310,1,1,0,0,8,2,1,0,2006-s7
P0186,P0239,1,0,1,0,3,7,1,0,2006-s7
P0239,P0588,1,1,0,0,7,3,1,0,2006-s7
P0051,P0239,1,0,1,0,1,9,1,0,2006-s7
P0239,P0533,1,0,1,0,4,6,1,0,2006-s7
P0270,P0310,1,1,0,0,6,4,1,0,2006-s7
P0186,P0270,1,0,1,0,4,6,1,0,2006-s7
P0270,P0588,1,1,0,0,6,4,1,0,2006-s7
P0051,P0270,1,0,1,0,3,7,1,0,2006-s7
P0270,P0533,1,0,1,0,4,6,1,0,2006-s7
P0310,P0588,1,0,0,1,5,5,1,0,2006-s7
P0186,P0588,1,1,0,0,7,3,1,0,2006-s7
P0051,P0186,1,0,1,0,1,9,1,0,2006-s7
P0186,P0533,1,1,0,0,7,3,1,0,2006-s7
P0533,P0588,1,0,1,0,2,8,1,0,2006-s7
P0051,P0533,1,0,1,0,1,9,1,0,2006-s7
P0342,P0493,1,0,1,0,2,8,1,0,2006-s7
P0342,P0404,1,1,0,0,6,4,1,0,2006-s7
P0342,P0434,1,1,0,0,6,4,1,0,2006-s7
P0342,P0377,1,0,1,0,4,6,1,0,2006-s7
P0076,P0342,1,1,0,0,8,2,1,0,2006-s7
P0404,P0493,1,0,1,0,1,9,1,0,2006-s7
P0234,P0493,1,0,1,0,4,6,1,0,2006-s7
P0434,P0493,1,0,1,0,3,7,1,0,2006-s7
P0377,P0493,1,0,1,0,4,6,1,0,2006-s7
P0076,P0493,1,0,1,0,4,6,1,0,2006-s7
P0404,P0434,1,1,0,0,6,4,1,0,2006-s7
P0377,P0404,1,1,0,0,7,3,1,0,2006-s7
P0076,P0404,2,1,1,0,9,11,2,0,2007-s4
P0234,P0434,1,0,1,0,3,7,1,0,2006-s7
P0076,P0234,1,1,0,0,6,4,1,0,2006-s7
P0377,P0434,1,1,0,0,6,4,1,0,2006-s7
P0076,P0434,1,0,1,0,2,8,1,0,2006-s7
P0076,P0377,1,0,0,1,5,5,1,0,2006-s7
P0195,P0535,1,0,1,0,4,6,1,0,2006-s7
P0250,P0535,1,0,1,0,4,6,1,0,2006-s7
P0535,P0627,1,1,0,0,6,4,1,0,2006-s7
P0535,P0615,1,1,0,0,10,0,1,0,2006-s7
P0363,P0535,1,1,0,0,6,4,1,0,2006-s7
P0205,P0535,1,1,0,0,7,3,1,0,2006-s7
P0195,P0250,1,0,1,0,0,10,1,0,2006-s7
P0195,P0627,1,0,1,0,4,6,1,0,2006-s7
P0195,P0363,1,1,0,0,6,4,1,0,2006-s7
P0195,P0205,1,0,1,0,0,10,1,0,2006-s7
P0250,P0615,1,1,0,0,10,0,1,0,2006-s7
P0250,P0363,1,0,1,0,4,6,1,0,2006-s7
P0205,P0250,2,1,1,0,11,9,2,0,2007-s1
P0615,P0627,1,1,0,0,8,2,1,0,2006-s7
P0363,P0627,1,1,0,0,6,4,1,0,2006-s7
P0205,P0627,1,1,0,0,8,2,1,0,2006-s7
P0205,P0363,2,1,0,1,11,9,2,0,2008-s1
P0333,P0485,2,2,0,0,13,7,2,0,2007-s2
P0333,P0581,1,1,0,0,6,4,1,0,2006-s7
P0216,P0333,1,0,1,0,4,6,1,0,2006-s7
P0333,P0464,1,1,0,0,10,0,1,0,2006-s7
P0235,P0333,1,1,0,0,7,3,1,0,2006-s7
P0192,P0333,1,1,0,0,6,4,1,0,2006-s7
P0485,P0581,1,0,1,0,3,7,1,0,2006-s7
P0216,P0485,1,1,0,0,6,4,1,0,2006-s7
P0464,P0485,1,0,1,0,0,10,1,0,2006-s7
P0235,P0485,1,1,0,0,7,3,1,0,2006-s7
P0216,P0581,1,0,1,0,3,7,1,0,2006-s7
P0464,P0581,1,0,1,0,2,8,1,0,2006-s7
P0235,P0581,1,1,0,0,6,4,1,0,2006-s7
P0192,P0581,1,1,0,0,6,4,1,0,2006-s7
P0216,P0464,1,1,0,0,7,3,1,0,2006-s7
P0216,P0235,1,0,1,0,3,7,1,0,2006-s7
P0192,P0216,1,0,1,0,0,10,1,0,2006-s7
P0235,P0464,1,1,0,0,10,0,1,0,2006-s7
P0192,P0235,1,0,1,0,4,6,1,0,2006-s7
P0247,P0497,1,1,0,0,7,3,1,0,2006-s7
P0380,P0497,1,1,0,0,7,3,1,0,2006-s7
P0463,P0497,1,0,1,0,0,10,1,0,2006-s7
P0497,P0541,1,1,0,0,6,4,1,0,2006-s7
P0418,P0497,1,1,0,0,8,2,1,0,2006-s7
P0247,P0621,1,0,0,1,5,5,1,0,2006-s7
P0380,P0621,1,0,1,0,4,6,1,0,2006-s7
P0463,P0621,1,0,1,0,0,10,1,0,2006-s7
P0247,P0380,1,1,0,0,9,1,1,0,2006-s7
P0247,P0463,1,1,0,0,10,0,1,0,2006-s7
P0247,P0541,1,1,0,0,8,2,1,0,2006-s7
P0247,P0418,1,0,1,0,4,6,1,0,2006-s7
P0380,P0463,1,1,0,0,10,0,1,0,2006-s7
P0380,P0541,1,0,1,0,3,7,1,0,2006-s7
P0380,P0418,1,1,0,0,6,4,1,0,2006-s7
P0463,P0541,1,0,1,0,0,10,1,0,2006-s7
P0418,P0463,1,1,0,0,10,0,1,0,2006-s7
P0418,P0541,1,0,1,0,2,8,1,0,2006-s7
P0409,P0509,1,1,0,0,10,0,1,0,2006-s7
P0383,P0509,1,1,0,0,10,0,1,0,2006-s7
P0508,P0509,1,1,0,0,10,0,1,0,2006-s7
P0440,P0509,1,1,0,0,10,0,1,0,2006-s7
P0210,P0509,1,1,0,0,10,0,1,0,2006-s7
P0509,P0622,1,0,1,0,0,10,1,0,2006-s7
P0383,P0409,1,0,1,0,4,6,1,0,2006-s7
P0409,P0508,1,1,0,0,8,2,1,0,2006-s7
P0409,P0440,1,0,0,1,5,5,1,0,2006-s7
P0210,P0409,1,1,0,0,8,2,1,0,2006-s7
P0409,P0622,1,1,0,0,6,4,1,0,2006-s7
P0383,P0508,1,1,0,0,7,3,1,0,2006-s7
P0383,P0440,1,0,1,0,3,7,1,0,2006-s7
P0210,P0383,1,0,1,0,4,6,1,0,2006-s7
P0383,P0622,1,0,1,0,4,6,1,0,2006-s7
P0440,P0508,1,1,0,0,8,2,1,0,2006-s7
P0210,P0508,1,1,0,0,6,4,1,0,2006-s7
P0508,P0622,1,0,1,0,2,8,1,0,2006-s7
P0210,P0440,1,0,1,0,1,9,1,0,2006-s7
P0440,P0622,1,1,0,0,6,4,1,0,2006-s7
P0210,P0622,1,0,0,1,5,5,1,0,2006-s7
P0217,P0307,1,1,0,0,6,4,1,0,2006-s7
P0307,P0604,1,1,0,0,7,3,1,0,2006-s7
P0307,P0347,1,1,0,0,8,2,1,0,2006-s7
P0307,P0326,1,1,0,0,7,3,1,0,2006-s7
P0307,P0591,1,1,0,0,6,4,1,0,2006-s7
P0307,P0431,1,1,0,0,7,3,1,0,2006-s7
P0217,P0604,1,1,0,0,9,1,1,0,2006-s7
P0217,P0347,1,1,0,0,7,3,1,0,2006-s7
P0217,P0326,1,1,0,0,6,4,1,0,2006-s7
P0217,P0591,2,1,1,0,10,10,2,0,2007-s2
P0217,P0431,3,2,1,0,21,9,3,0,2009-s3
P0347,P0604,1,1,0,0,7,3,1,0,2006-s7
P0591,P0604,1,1,0,0,8,2,1,0,2006-s7
P0431,P0604,1,1,0,0,6,4,1,0,2006-s7
P0347,P0591,1,0,1,0,3,7,1,0,2006-s7
P0347,P0431,1,0,1,0,2,8,1,0,2006-s7
P0326,P0591,1,0,1,0,3,7,1,0,2006-s7
P0326,P0431,1,1,0,0,7,3,1,0,2006-s7
P0313,P0601,1,1,0,0,6,4,1,0,2006-s7
P0441,P0601,1,0,0,1,5,5,1,0,2006-s7
P0304,P0601,1,0,1,0,4,6,1,0,2006-s7
P0219,P0601,1,1,0,0,6,4,1,0,2006-s7
P0159,P0601,1,0,0,1,5,5,1,0,2006-s7
P0484,P0601,1,1,0,0,7,3,1,0,2006-s7
P0313,P0441,1,1,0,0,6,4,1,0,2006-s7
P0304,P0313,1,0,1,0,0,10,1,0,2006-s7
P0219,P0313,1,1,0,0,6,4,1,0,2006-s7
P0159,P0313,1,1,0,0,6,4,1,0,2006-s7
P0313,P0484,1,0,1,0,4,6,1,0,2006-s7
P0304,P0441,1,0,1,0,0,10,1,0,2006-s7
P0219,P0441,1,0,0,1,5,5,1,0,2006-s7
P0159,P0441,1,0,1,0,4,6,1,0,2006-s7
P0441,P0484,1,0,0,1,5,5,1,0,2006-s7
P0219,P0304,1,1,0,0,9,1,1,0,2006-s7
P0159,P0304,1,1,0,0,6,4,1,0,2006-s7
P0304,P0484,1,0,1,0,0,10,1,0,2006-s7
P0159,P0219,1,1,0,0,8,2,1,0,2006-s7
P0219,P0484,1,0,1,0,4,6,1,0,2006-s7
P0159,P0484,1,1,0,0,6,4,1,0,2006-s7
P0371,P0408,1,1,0,0,10,0,1,0,2006-s7
P0230,P0408,1,1,0,0,7,3,1,0,2006-s7
P0408,P0414,1,1,0,0,10,0,1,0,2006-s7
P0203,P0408,1,0,1,0,0,10,1,0,2006-s7
P0296,P0408,1,1,0,0,10,0,1,0,2006-s7
P0009,P0408,1,1,0,0,9,1,1,0,2006-s7
P0230,P0371,1,0,1,0,3,7,1,0,2006-s7
P0371,P0414,1,1,0,0,8,2,1,0,2006-s7
P0203,P0371,1,0,1,0,3,7,1,0,2006-s7
P0296,P0371,1,0,1,0,4,6,1,0,2006-s7
P0009,P0371,1,0,1,0,4,6,1,0,2006-s7
P0230,P0414,1,1,0,0,10,0,1,0,2006-s7
P0203,P0230,1,0,1,0,2,8,1,0,2006-s7
P0230,P0296,1,0,1,0,3,7,1,0,2006-s7
P0009,P0230,1,1,0,0,7,3,1,0,2006-s7
P0203,P0414,1,1,0,0,10,0,1,0,2006-s7
P0296,P0414,1,1,0,0,10,0,1,0,2006-s7
P0009,P0414,1,1,0,0,9,1,1,0,2006-s7
P0203,P0296,1,0,1,0,4,6,1,0,2006-s7
P0009,P0203,1,1,0,0,7,3,1,0,2006-s7
P0009,P0296,1,0,0,1,5,5,1,0,2006-s7
P0453,P0538,1,0,1,0,3,7,1,0,2006-s7
P0498,P0538,1,1,0,0,6,4,1,0,2006-s7
P0538,P0550,1,0,1,0,0,10,1,0,2006-s7
P0266,P0538,1,0,1,0,4,6,1,0,2006-s7
P0223,P0538,1,1,0,0,9,1,1,0,2006-s7
P0538,P0626,1,1,0,0,6,4,1,0,2006-s7
P0453,P0498,1,0,1,0,4,6,1,0,2006-s7
P0453,P0550,1,0,1,0,1,9,1,0,2006-s7
P0223,P0453,1,1,0,0,8,2,1,0,2006-s7
P0498,P0550,1,0,1,0,1,9,1,0,2006-s7
P0266,P0498,1,0,0,1,5,5,1,0,2006-s7
P0223,P0498,1,1,0,0,7,3,1,0,2006-s7
P0498,P0626,1,0,1,0,4,6,1,0,2006-s7
P0266,P0550,1,0,1,0,3,7,1,0,2006-s7
P0223,P0550,1,0,0,1,5,5,1,0,2006-s7
P0550,P0626,1,1,0,0,8,2,1,0,2006-s7
P0223,P0266,1,1,0,0,9,1,1,0,2006-s7
