player_lo_id,player_hi_id,matches,lo_wins,hi_wins,draws,lo_games,hi_games,group_matches,playoff_matches,last_season
P0050,P0111,1,0,0,1,5,5,1,0,2005-s4
P0011,P0050,1,0,1,0,1,9,1,0,2005-s4
P0017,P0080,1,0,1,0,1,9,1,0,2005-s4
P0080,P0111,1,1,0,0,6,4,1,0,2005-s4
P0021,P0024,1,0,1,0,2,8,1,0,2005-s4
P0017,P0021,1,1,0,0,7,3,1,0,2005-s4
P0021,P0111,1,0,0,1,5,5,1,0,2005-s4
P0011,P0021,1,0,1,0,3,7,1,0,2005-s4
P0017,P0024,1,1,0,0,8,2,1,0,2005-s4
P0024,P0111,1,0,1,0,3,7,1,0,2005-s4
P0011,P0024,1,0,1,0,4,6,1,0,2005-s4
P0017,P0111,1,1,0,0,7,3,1,0,2005-s4
P0011,P0017,1,0,1,0,3,7,1,0,2005-s4
P0011,P0111,1,0,1,0,3,7,1,0,2005-s4
P0034,P0035,1,1,0,0,9,1,1,0,2005-s4
P0026,P0034,1,1,0,0,7,3,1,0,2005-s4
P0034,P0093,1,1,0,0,8,2,1,0,2005-s4
P0034,P0129,1,0,0,1,5,5,1,0,2005-s4
P0034,P0071,1,1,0,0,7,3,1,0,2005-s4
P0034,P0152,1,1,0,0,8,2,1,0,2005-s4
P0026,P0035,1,0,1,0,4,6,1,0,2005-s4
P0035,P0093,1,1,0,0,7,3,1,0,2005-s4
P0035,P0129,1,1,0,0,10,0,1,0,2005-s4
P0035,P0071,1,0,1,0,3,7,1,0,2005-s4
P0035,P0152,1,0,0,1,5,5,1,0,2005-s4
P0026,P0093,1,0,0,1,5,5,1,0,2005-s4
P0026,P0129,1,1,0,0,10,0,1,0,2005-s4
P0026,P0071,1,1,0,0,7,3,1,0,2005-s4
P0026,P0152,1,1,0,0,10,0,1,0,2005-s4
P0093,P0129,1,0,1,0,2,8,1,0,2005-s4
